지역,중분류,기준년월,성별,연령대별,카드이용금액계,카드이용건수계
예산군,일식/중식/양식,201707,M,70대이상,4756612,180.88
청양군,일식/중식/양식,201708,M,30대초,4871620,207.87
보령시,제과/커피/패스트푸드,201711,M,60대후,3172962.6,215.2
예산군,일식/중식/양식,201709,F,20대초,4864266,230.85
논산시,제과/커피/패스트푸드,201706,F,60대후,2887508.4,233.55
금산군,일식/중식/양식,201706,M,60대후,5540325,249.12
청양군,일식/중식/양식,201707,M,50대초,7179340,255.36
논산시,일식/중식/양식,201703,M,60대후,6665883,255.99
청양군,제과/커피/패스트푸드,201711,M,50대초,4341337.2,263.62
청양군,일식/중식/양식,201710,M,50대초,10608360,311.4
당진시,일식/중식/양식,201706,F,70대이상,10606906.8,326.97
홍성군,제과/커피/패스트푸드,201709,M,60대후,3944251.8,333.45
보령시,일식/중식/양식,201711,M,70대이상,20688790,333.56
계룡시,일식/중식/양식,201707,F,40대후,9123534,388.36
부여군,한식,201707,F,60대후,21273616,409.64
청양군,제과/커피/패스트푸드,201708,F,40대초,6993599.6,421.07
당진시,일식/중식/양식,201709,F,70대이상,11713842,446.31
계룡시,일식/중식/양식,201705,F,40대후,10648440,455.4
계룡시,일식/중식/양식,201706,F,40대초,12283951.5,461.91
서산시,제과/커피/패스트푸드,201706,M,70대이상,4547374.2,461.91
금산군,일식/중식/양식,201710,F,30대초,13450923,472.29
금산군,일식/중식/양식,201710,M,60대초,11267490,513.81
금산군,일식/중식/양식,201709,F,50대후,12837825,548.91
계룡시,한식,201705,M,60대후,26021952,549.45
홍성군,제과/커피/패스트푸드,201707,M,60대초,7208227.6,553.28
서산시,일식/중식/양식,201703,M,60대후,14470197,565.11
계룡시,한식,201702,F,60대초,16796136,590.24
서천군,제과/커피/패스트푸드,201711,F,20대후,7266981.2,597.18
부여군,제과/커피/패스트푸드,201703,M,50대후,6790207.2,603.75
계룡시,일식/중식/양식,201712,F,40대초,18609055.4,607.62
예산군,일식/중식/양식,201712,F,30대후,20128212,612.95
태안군,일식/중식/양식,201705,M,20대초,14412667.5,618.75
아산시,제과/커피/패스트푸드,201706,M,70대이상,6246528.3,622.8
당진시,제과/커피/패스트푸드,201704,F,60대후,10105958.4,643.21
금산군,일식/중식/양식,201711,F,50대후,13686720,645.6
계룡시,한식,201706,M,60대후,19084771.8,648.75
보령시,일식/중식/양식,201702,F,20대초,20384700,652.12
청양군,제과/커피/패스트푸드,201706,M,20대후,6353598,669.51
금산군,제과/커피/패스트푸드,201705,F,20대후,7792488,678.15
공주시,일식/중식/양식,201702,F,20대초,14118160,723.52
금산군,한식,201702,F,60대초,29383099.2,775.88
계룡시,한식,201710,F,20대후,18547503,804.45
예산군,제과/커피/패스트푸드,201705,M,50대후,13419945,821.7
논산시,일식/중식/양식,201702,F,30대초,24823542.8,852.04
공주시,일식/중식/양식,201709,M,60대초,28198071,887.49
부여군,제과/커피/패스트푸드,201708,F,50대후,10569549.9,890.11
금산군,제과/커피/패스트푸드,201708,M,30대초,12014139.8,895.44
금산군,일식/중식/양식,201703,M,40대초,23852955,927.36
태안군,제과/커피/패스트푸드,201706,F,50대초,10657665,970.53
계룡시,제과/커피/패스트푸드,201710,F,50대초,10165445.4,970.53
청양군,한식,201710,M,30대후,36454041,970.53
부여군,제과/커피/패스트푸드,201711,F,30대초,10512358.6,1043.72
홍성군,일식/중식/양식,201711,F,50대초,40287376.8,1065.24
서천군,제과/커피/패스트푸드,201708,F,40대후,13838545.5,1071.33
계룡시,한식,201710,F,50대후,29594937,1095.09
서산시,제과/커피/패스트푸드,201711,F,60대초,14045673.6,1135.18
금산군,제과/커피/패스트푸드,201705,F,40대후,17117149.5,1148.4
아산시,일식/중식/양식,201706,F,60대초,32176443,1152.18
서천군,일식/중식/양식,201708,M,40대후,44745350,1156.61
계룡시,제과/커피/패스트푸드,201702,M,50대초,13000226.4,1156.68
금산군,일식/중식/양식,201711,M,50대초,24078254.56,1178.22
청양군,한식,201712,M,50대초,49898394,1199.25
금산군,제과/커피/패스트푸드,201712,M,40대후,21148374,1225.9
예산군,일식/중식/양식,201712,M,40대후,44314686,1289.86
계룡시,제과/커피/패스트푸드,201707,F,50대초,13425445.6,1303.4
홍성군,일식/중식/양식,201705,F,30대후,48729780,1311.75
천안시,일식/중식/양식,201712,M,70대이상,50615279,1332.5
보령시,한식,201703,F,60대초,62882736,1337.91
부여군,제과/커피/패스트푸드,201708,F,20대후,12988410.5,1348.49
공주시,한식,201709,F,70대이상,33013858.5,1359.45
홍성군,한식,201705,M,70대이상,61995384,1361.25
서천군,한식,201709,M,20대후,41200056,1369.71
부여군,제과/커피/패스트푸드,201711,M,30대초,14565973.4,1388.04
금산군,일식/중식/양식,201708,M,40대후,34630076,1396.46
부여군,제과/커피/패스트푸드,201703,M,30대초,13643445.9,1415.19
태안군,일식/중식/양식,201706,M,40대후,67690377.78,1458.39
태안군,일식/중식/양식,201710,M,30대초,61458682.5,1468.77
홍성군,일식/중식/양식,201708,M,50대초,61901021,1487.07
부여군,한식,201712,F,30대후,59466810,1503.06
태안군,한식,201702,M,20대초,45244276,1566.04
부여군,한식,201705,F,30대초,56352285,1569.15
보령시,제과/커피/패스트푸드,201711,M,50대초,21928557.2,1570.96
서천군,제과/커피/패스트푸드,201708,M,30대후,18849225.2,1588.34
부여군,한식,201710,F,50대후,68722866,1593.33
홍성군,일식/중식/양식,201702,F,30대후,70806904,1608.88
태안군,제과/커피/패스트푸드,201705,F,40대후,23685948,1618.65
보령시,일식/중식/양식,201705,M,50대후,104376195,1623.6
계룡시,제과/커피/패스트푸드,201712,M,50대초,20742121.4,1673.62
공주시,일식/중식/양식,201711,M,50대후,50161559.8,1694.7
보령시,일식/중식/양식,201711,M,50대초,113233936,1700.08
부여군,제과/커피/패스트푸드,201708,F,40대초,18737668.3,1721.59
보령시,일식/중식/양식,201709,M,50대초,95064543,1733.94
홍성군,일식/중식/양식,201704,M,20대후,56270564,1821.61
예산군,제과/커피/패스트푸드,201709,M,40대후,24910100.1,1836.54
보령시,제과/커피/패스트푸드,201710,M,50대초,27070417.2,1837.26
태안군,한식,201711,F,50대후,127304250,1845.34
보령시,한식,201704,M,60대후,79673588,1860.89
서천군,한식,201704,M,30대초,75772102,1919.81
공주시,일식/중식/양식,201708,M,50대초,52717484.3,1972.1
금산군,한식,201710,F,30대초,62013649.2,2044.86
홍성군,제과/커피/패스트푸드,201704,F,50대초,21828583.4,2062.2
아산시,한식,201711,F,70대이상,74917038,2071.3
계룡시,제과/커피/패스트푸드,201709,F,40대후,21894993.9,2077.65
금산군,한식,201705,F,30대초,56874609,2083.95
예산군,제과/커피/패스트푸드,201712,F,40대초,29023182.5,2084.03
천안시,제과/커피/패스트푸드,201711,F,70대이상,25376653,2092.82
홍성군,일식/중식/양식,201710,F,40대후,120297530.9,2127.9
태안군,한식,201711,F,50대초,115164818,2157.38
계룡시,제과/커피/패스트푸드,201712,F,40대후,29995321.2,2174.64
부여군,한식,201705,F,40대초,92166525,2336.4
공주시,일식/중식/양식,201712,M,50대초,96625971,2350.53
보령시,한식,201702,M,60대초,105789572,2370.48
공주시,일식/중식/양식,201703,M,20대후,52121013,2376.36
아산시,제과/커피/패스트푸드,201704,F,60대초,24412176.3,2415.72
예산군,한식,201711,F,20대후,58478986,2496.32
서산시,일식/중식/양식,201703,F,40대후,72992892,2511.6
예산군,제과/커피/패스트푸드,201712,M,30대후,32050116.15,2515.76
공주시,일식/중식/양식,201705,M,30대초,67930335,2544.3
당진시,일식/중식/양식,201702,M,20대초,52074162,2565.64
계룡시,제과/커피/패스트푸드,201702,M,40대초,30944902.8,2584.68
서산시,한식,201704,M,70대이상,104095928,2602.3
아산시,한식,201710,F,60대후,91670970,2605.38
서천군,한식,201712,M,50대후,137296536,2638.35
계룡시,한식,201710,M,30대초,73612676.4,2672.85
공주시,제과/커피/패스트푸드,201702,M,30대초,37205207.2,2679.88
예산군,한식,201708,F,60대초,109681806,2856.88
천안시,제과/커피/패스트푸드,201704,M,60대후,39714240.4,2882.17
계룡시,제과/커피/패스트푸드,201702,M,40대후,34221234.6,2913.12
서산시,한식,201709,M,70대이상,109130141.2,3036.96
당진시,일식/중식/양식,201702,F,40대후,90898864,3055.92
공주시,제과/커피/패스트푸드,201711,F,30대후,37487651.7,3061.22
보령시,제과/커피/패스트푸드,201710,F,20대초,30179227.2,3108.81
공주시,한식,201702,F,60대초,79391183.2,3155.88
공주시,제과/커피/패스트푸드,201703,F,40대초,40855038,3168.48
계룡시,제과/커피/패스트푸드,201703,M,40대초,37803395.7,3221.61
부여군,한식,201709,M,50대후,129896217,3221.64
서천군,한식,201709,M,50대후,134234658,3242.16
아산시,제과/커피/패스트푸드,201702,M,50대후,43166250.4,3308.2
공주시,일식/중식/양식,201710,M,40대후,100277079.9,3337.17
서산시,제과/커피/패스트푸드,201705,F,50대후,38646333,3361.05
보령시,제과/커피/패스트푸드,201712,M,20대초,33522555.3,3363.23
보령시,제과/커피/패스트푸드,201706,F,40대후,41689297.8,3404.64
공주시,일식/중식/양식,201708,M,40대초,88503925.12,3411.2
부여군,한식,201711,M,40대초,147435284.6,3427.06
태안군,한식,201704,M,20대초,69743206.29,3481.19
태안군,제과/커피/패스트푸드,201708,M,30대초,50464120.2,3597.75
계룡시,제과/커피/패스트푸드,201705,M,40대후,44876700,3786.75
서천군,한식,201710,M,30대후,177868773.6,3819.84
태안군,한식,201702,M,30대후,181258658,3836.56
홍성군,한식,201711,F,50대초,127945277,3943.54
당진시,제과/커피/패스트푸드,201704,M,50대후,43084464.4,3947.64
태안군,한식,201711,M,30대초,197224559.2,3965.06
당진시,일식/중식/양식,201706,F,40대초,103343970.3,4100.1
아산시,일식/중식/양식,201709,M,50대후,119791399.5,4134.78
당진시,일식/중식/양식,201705,F,40대초,111580920,4172.85
아산시,일식/중식/양식,201712,M,50대후,136511160.5,4237.35
보령시,제과/커피/패스트푸드,201710,M,30대초,49917887.1,4266.18
공주시,제과/커피/패스트푸드,201710,F,30대후,53767673.4,4286.94
천안시,한식,201705,F,70대이상,136031643,4306.5
논산시,제과/커피/패스트푸드,201704,M,30대후,50302360.8,4522.11
태안군,한식,201705,F,40대초,243962730,4697.55
논산시,제과/커피/패스트푸드,201705,M,40대초,60038129.25,4756.95
보령시,한식,201705,F,30대후,236021940,4756.95
금산군,한식,201703,M,40대후,156293438.7,4757.55
홍성군,한식,201702,M,30대초,178160802.4,4845.68
논산시,제과/커피/패스트푸드,201710,F,30대초,51438453.3,4946.07
홍성군,제과/커피/패스트푸드,201711,F,40대초,60990396.9,4976.5
논산시,제과/커피/패스트푸드,201711,F,20대후,50832983.8,4998.02
금산군,한식,201710,F,40대후,134877356.7,5029.11
금산군,한식,201708,F,40대후,160224863.5,5122.13
아산시,일식/중식/양식,201710,F,40대후,146012657.4,5127.72
당진시,일식/중식/양식,201704,M,50대초,149377912,5351.9
논산시,한식,201702,F,40대초,180870004,5597.76
계룡시,한식,201708,M,50대초,210923930.1,5612.49
예산군,한식,201712,M,60대초,216649576,5665.79
보령시,한식,201712,M,20대후,228704437,5719.09
금산군,한식,201709,M,20대초,68255163,5914.89
예산군,한식,201703,M,20대후,128173053.1,5950.56
당진시,제과/커피/패스트푸드,201705,M,50대초,69073567.2,6420.15
당진시,제과/커피/패스트푸드,201706,M,50대초,69569536.65,6663.96
당진시,한식,201709,F,50대후,254931502.5,6720.3
논산시,한식,201702,F,40대후,250168835.3,6759.2
예산군,한식,201702,M,30대초,163608816,6825.84
천안시,제과/커피/패스트푸드,201704,M,60대초,98170368.15,7148.96
서산시,한식,201708,F,50대후,318406812.6,7451.34
계룡시,한식,201704,M,40대후,277054949.7,7851.09
천안시,일식/중식/양식,201705,M,50대후,263735604,8147.7
논산시,한식,201702,M,20대초,127325240,8253.84
당진시,한식,201708,M,20대초,261553120.4,8586.63
공주시,한식,201712,M,60대초,236612504.7,8586.63
홍성군,한식,201710,M,40대후,375092287.2,8978.7
천안시,일식/중식/양식,201712,M,50대후,389034568,9338.16
당진시,한식,201709,M,20대초,227471484.6,9428.94
서산시,한식,201712,F,50대초,372376905.6,9695.27
당진시,한식,201711,F,30대후,356985058,9899.2
아산시,한식,201702,F,20대후,292710916.4,10372.04
서산시,제과/커피/패스트푸드,201703,F,40대후,118019311.2,10389.33
당진시,제과/커피/패스트푸드,201704,F,30대초,105302118.6,10895.29
당진시,제과/커피/패스트푸드,201704,M,20대초,84964063.9,11302.82
당진시,제과/커피/패스트푸드,201705,M,20대초,86275926,11310.75
공주시,한식,201712,F,30대후,217180230.8,11416.86
천안시,일식/중식/양식,201703,F,30대초,356001549.8,11476.08
아산시,제과/커피/패스트푸드,201702,F,20대후,125185296.3,12571.16
당진시,제과/커피/패스트푸드,201710,F,30대초,115576940.4,12622.08
논산시,제과/커피/패스트푸드,201712,M,20대초,107168417.9,12626.77
서산시,한식,201703,F,40대후,471624625.5,13074.81
논산시,한식,201712,M,50대초,444663031.8,13266.37
서산시,한식,201710,F,40대후,499628143.4,13545.9
당진시,제과/커피/패스트푸드,201702,M,30대초,146093601.1,13656.44
아산시,일식/중식/양식,201712,M,30대초,387332112.7,14151.15
보령시,한식,201708,M,40대초,589492936.5,14161.81
아산시,한식,201712,F,30대초,488012508.1,14742.78
논산시,한식,201709,M,50대초,422451011.3,14805.18
당진시,한식,201705,M,50대후,667460252.3,17013.15
서산시,한식,201712,M,50대후,874981381.3,18063.37
당진시,제과/커피/패스트푸드,201708,M,30대초,185182908.3,18233.93
아산시,제과/커피/패스트푸드,201711,F,20대후,172379111.3,18270.48
아산시,제과/커피/패스트푸드,201710,F,20대후,174675932.3,18294.75
아산시,한식,201702,F,40대초,642678387.7,18735.36
아산시,제과/커피/패스트푸드,201709,F,40대후,188473840.2,19150.29
천안시,일식/중식/양식,201710,M,40대후,735134456.8,21351.66
서산시,한식,201712,M,20대후,908608708.4,23878.4
당진시,한식,201711,M,40대초,920501919.2,24774.9
공주시,한식,201710,M,30대초,347907498,24782.25
당진시,한식,201709,M,40대초,905070940.9,25183.17
서산시,한식,201702,M,30대후,988954593.2,25718.28
천안시,일식/중식/양식,201705,M,30대후,839951526.2,25863.75
아산시,제과/커피/패스트푸드,201712,F,30대후,310522228.9,26767.26
아산시,제과/커피/패스트푸드,201712,M,40대초,328597591.4,27358.89
공주시,한식,201708,M,30대후,591323215.9,28057.12
천안시,제과/커피/패스트푸드,201705,F,50대초,346580883,31873.05
아산시,제과/커피/패스트푸드,201708,M,30대초,316211231.1,32038.63
아산시,한식,201701,M,30대초,1161447245,36861.44
아산시,제과/커피/패스트푸드,201711,M,20대후,340913841.3,36885.28
천안시,한식,201704,F,50대초,1272454079,50214.57
천안시,한식,201712,F,40대후,2253316135,74641.32
천안시,한식,201712,M,50대초,3232255100,91436.15
천안시,제과/커피/패스트푸드,201703,M,20대초,701092274.4,92576.61
천안시,한식,201711,F,20대초,1760971857,109219.38
청양군,일식/중식/양식,201710,F,20대초,1432440,46.71
금산군,제과/커피/패스트푸드,201701,F,60대후,759396,48.4
청양군,일식/중식/양식,201703,M,20대초,929775,53.13
예산군,일식/중식/양식,201709,F,70대이상,1649295,56.43
예산군,일식/중식/양식,201711,F,70대이상,2146620,59.18
예산군,제과/커피/패스트푸드,201710,F,70대이상,1737612,62.28
태안군,제과/커피/패스트푸드,201701,M,60대후,986392,62.92
서천군,일식/중식/양식,201704,F,60대후,5057300,63.83
청양군,제과/커피/패스트푸드,201711,M,60대후,833900,64.56
서천군,제과/커피/패스트푸드,201711,M,70대이상,1133835,80.7
공주시,일식/중식/양식,201709,F,70대이상,1531305,82.08
태안군,일식/중식/양식,201702,F,60대후,3622360,85.68
금산군,일식/중식/양식,201704,M,70대이상,1308515,93.29
부여군,일식/중식/양식,201707,F,20대초,2378572,95.76
공주시,일식/중식/양식,201701,M,30대초,49774560,1936
청양군,일식/중식/양식,201708,M,60대초,2654340,106.6
청양군,일식/중식/양식,201704,M,60대초,3184135,108.02
청양군,일식/중식/양식,201703,F,40대초,3052560,115.92
계룡시,일식/중식/양식,201701,F,20대후,3550382,116.16
부여군,일식/중식/양식,201706,M,20대초,2261283,119.37
예산군,일식/중식/양식,201711,F,60대후,6989696,123.74
계룡시,제과/커피/패스트푸드,201706,M,60대후,1425174,124.56
청양군,한식,201701,M,70대이상,6800200,130.68
계룡시,일식/중식/양식,201704,M,60대초,3846985,137.48
태안군,일식/중식/양식,201711,F,20대초,4373940,139.88
서천군,제과/커피/패스트푸드,201702,M,60대초,2181270,152.32
보령시,제과/커피/패스트푸드,201711,F,60대후,3316232,156.02
태안군,제과/커피/패스트푸드,201703,F,60대후,2045505,169.05
계룡시,한식,201703,F,20대초,3812802,183.54
서천군,일식/중식/양식,201702,F,30대초,6287960,185.64
계룡시,한식,201703,F,70대이상,5811600.9,193.2
예산군,일식/중식/양식,201706,F,20대초,3971388,197.22
계룡시,일식/중식/양식,201709,F,20대후,4341262.5,205.2
태안군,일식/중식/양식,201706,F,20대초,6972246,212.79
태안군,일식/중식/양식,201709,M,60대후,10682712,215.46
청양군,일식/중식/양식,201703,F,40대후,6184815,217.35
공주시,일식/중식/양식,201711,M,70대이상,6773420,225.96
홍성군,일식/중식/양식,201710,F,60대후,16091595,228.36
부여군,일식/중식/양식,201702,F,30대후,7079548,228.48
청양군,일식/중식/양식,201712,M,50대후,8080280,234.52
청양군,제과/커피/패스트푸드,201712,M,50대초,3384283.5,239.85
청양군,제과/커피/패스트푸드,201708,F,20대초,2507765,239.85
계룡시,일식/중식/양식,201711,F,20대후,6846588,242.1
부여군,일식/중식/양식,201706,F,40대초,8136882,243.93
부여군,제과/커피/패스트푸드,201712,M,60대초,2552537,250.51
부여군,일식/중식/양식,201701,M,30대초,10203204,261.36
부여군,일식/중식/양식,201706,M,30대초,10586043,290.64
청양군,일식/중식/양식,201710,M,40대후,9583335,295.83
금산군,일식/중식/양식,201705,M,60대초,7395300,301.95
청양군,제과/커피/패스트푸드,201711,M,40대초,5337067.6,306.66
서천군,일식/중식/양식,201701,F,40대후,11997392,309.76
서천군,일식/중식/양식,201711,M,60대초,8365900,322.8
청양군,제과/커피/패스트푸드,201710,F,20대후,3221381.1,326.97
서산시,일식/중식/양식,201703,M,70대이상,9151884,333.27
서천군,제과/커피/패스트푸드,201705,F,50대후,4376592,371.25
홍성군,일식/중식/양식,201702,M,70대이상,27436640,376.04
보령시,일식/중식/양식,201704,M,70대이상,20263570,397.71
청양군,한식,201706,M,20대후,14437542,404.82
부여군,일식/중식/양식,201710,M,30대초,12959430,410.01
서천군,한식,201705,F,60대후,17199369,425.7
서산시,제과/커피/패스트푸드,201704,M,70대이상,5365157,466.45
금산군,한식,201704,F,60대후,17599404,486.09
아산시,일식/중식/양식,201706,F,70대이상,11941152,503.43
청양군,제과/커피/패스트푸드,201710,M,40대초,8396226.3,508.62
보령시,한식,201705,F,70대이상,27793260,509.85
계룡시,일식/중식/양식,201704,F,40대후,12603479,530.28
서산시,일식/중식/양식,201712,M,60대후,18935358,554.32
예산군,제과/커피/패스트푸드,201708,F,60대초,7379385,596.96
태안군,제과/커피/패스트푸드,201706,F,50대후,6297649.8,607.23
계룡시,일식/중식/양식,201701,M,50대초,18285520,672.76
계룡시,일식/중식/양식,201710,M,30대초,18121559.7,716.22
논산시,한식,201703,F,70대이상,24446030.7,787.29
예산군,일식/중식/양식,201701,M,50대후,27845488,856.68
계룡시,제과/커피/패스트푸드,201712,M,50대후,10375804.4,879.45
예산군,일식/중식/양식,201705,M,20대후,21194910,915.75
금산군,제과/커피/패스트푸드,201710,F,40대초,16566791.4,1074.33
예산군,제과/커피/패스트푸드,201705,M,20대초,10714522.5,1138.5
아산시,일식/중식/양식,201703,F,60대초,32362932,1168.86
청양군,한식,201712,M,40대후,48309521,1220.57
논산시,일식/중식/양식,201701,F,40대초,43836364,1229.36
부여군,제과/커피/패스트푸드,201708,M,20대초,10476168.3,1257.88
공주시,일식/중식/양식,201711,F,50대초,43711962,1355.76
예산군,제과/커피/패스트푸드,201702,M,30대초,17654935.2,1361.36
홍성군,일식/중식/양식,201710,F,50대초,93009107.7,1510.29
홍성군,일식/중식/양식,201705,F,40대초,56840355,1554.3
태안군,한식,201703,F,30대초,88520376,1864.38
부여군,제과/커피/패스트푸드,201701,M,40대초,25101087,1989.24
계룡시,제과/커피/패스트푸드,201705,M,30대초,21429094.5,2173.05
부여군,한식,201709,F,40대후,89631873,2344.41
논산시,한식,201709,F,60대초,84438343.08,2472.66
서산시,한식,201701,M,60대후,114983396,2933.04
보령시,제과/커피/패스트푸드,201701,M,20대후,43408120.8,3833.28
보령시,한식,201701,M,30대후,311145692,6558.2
계룡시,일식/중식/양식,201704,F,70대이상,535190,14.73
청양군,일식/중식/양식,201707,F,70대이상,308560,21.28
서천군,일식/중식/양식,201707,F,70대이상,619780,37.24
금산군,제과/커피/패스트푸드,201708,F,70대이상,741936,53.3
논산시,일식/중식/양식,201709,F,60대후,3291408,76.95
청양군,한식,201706,F,60대후,2807790,88.23
부여군,일식/중식/양식,201705,F,20대초,2243835,94.05
아산시,한식,201705,F,60대초,200768287.5,5940
서천군,일식/중식/양식,201701,M,70대이상,3351700,135.52
공주시,일식/중식/양식,201705,F,60대후,4332240,148.5
예산군,제과/커피/패스트푸드,201708,F,60대후,3138304,202.54
계룡시,일식/중식/양식,201707,F,30대초,13720173.6,457.52
계룡시,한식,201707,M,70대이상,14586588.8,484.12
서천군,제과/커피/패스트푸드,201708,F,20대초,4522238.5,591.63
당진시,제과/커피/패스트푸드,201705,F,70대이상,5929060.5,658.35
논산시,일식/중식/양식,201704,M,60대초,17432955,692.31
서천군,제과/커피/패스트푸드,201704,M,20대후,6798975.2,692.31
계룡시,일식/중식/양식,201705,M,50대초,23409540,722.7
논산시,제과/커피/패스트푸드,201707,F,60대초,8511042.4,723.52
천안시,일식/중식/양식,201707,F,70대이상,26481470.4,787.36
예산군,일식/중식/양식,201706,M,50대후,26811540,809.64
예산군,일식/중식/양식,201706,M,20대후,16355247,835.59
아산시,제과/커피/패스트푸드,201707,F,70대이상,10647820.4,877.8
청양군,한식,201704,F,40대후,29803700,888.71
서천군,제과/커피/패스트푸드,201706,M,40대초,14374068.3,1027.62
부여군,한식,201707,M,20대초,25620056,1042.72
서산시,한식,201707,F,70대이상,44827916,1111.88
공주시,한식,201707,F,70대이상,32986128,1117.2
서천군,제과/커피/패스트푸드,201704,M,30대후,16278368.5,1227.5
청양군,한식,201707,M,50대후,49494620,1282.12
태안군,일식/중식/양식,201707,M,20대후,38878560,1319.36
부여군,제과/커피/패스트푸드,201707,F,50대초,14204772.4,1399.16
금산군,한식,201707,M,20대후,47375132,1659.84
부여군,한식,201708,F,50대후,75268128,1769.56
계룡시,제과/커피/패스트푸드,201707,M,50대초,20951490,1883.28
공주시,한식,201707,F,60대후,48661880.4,1904.56
당진시,제과/커피/패스트푸드,201704,F,60대초,20500624.8,1949.27
논산시,일식/중식/양식,201704,M,30대초,50037810,2022.92
천안시,제과/커피/패스트푸드,201705,F,70대이상,24637635,2059.2
아산시,일식/중식/양식,201706,F,50대후,55338375,2112.33
부여군,제과/커피/패스트푸드,201707,M,30대초,20173546.4,2138.64
아산시,일식/중식/양식,201708,F,50대후,57679661,2163.98
보령시,일식/중식/양식,201707,M,50대초,97610296,2266.32
아산시,한식,201708,F,70대이상,81379506,2371.85
천안시,제과/커피/패스트푸드,201706,F,60대후,31690347.6,2428.92
논산시,한식,201708,M,70대이상,81736898.49,2595.71
논산시,일식/중식/양식,201705,M,30대후,75034575,2747.25
홍성군,한식,201708,F,20대후,88117692,2830.23
서산시,일식/중식/양식,201707,F,30대후,88793087.6,2931.32
보령시,한식,201705,F,30대초,150376050,3098.7
공주시,일식/중식/양식,201707,M,40대초,88507244,3170.72
홍성군,한식,201708,F,50대후,146194438,3261.96
보령시,한식,201706,M,60대초,141119733,3316.41
예산군,한식,201706,M,20대초,51251509.5,3337.17
홍성군,한식,201707,M,20대초,89221720,3404.8
천안시,일식/중식/양식,201707,M,60대초,114259475.4,3638.88
홍성군,제과/커피/패스트푸드,201707,M,20대초,31356133.2,3644.2
논산시,제과/커피/패스트푸드,201704,M,40대후,47198553.4,3795.43
계룡시,제과/커피/패스트푸드,201707,M,40대후,43205262.8,3798.48
공주시,제과/커피/패스트푸드,201708,F,30대초,42457873.9,3826.94
태안군,제과/커피/패스트푸드,201708,M,30대후,58410883.7,3874.91
보령시,한식,201707,F,30대초,165805780,3974.04
서천군,한식,201704,M,40대후,199506949.8,4404.27
부여군,한식,201707,M,50대후,190771476,4633.72
홍성군,한식,201707,F,30대후,170011240,4729.48
태안군,한식,201704,M,20대후,196218408.6,4826.53
홍성군,한식,201705,F,40대후,173062147.5,5162.85
예산군,한식,201707,F,50대후,175729176,5506.2
당진시,일식/중식/양식,201705,M,50대초,151705125,5568.75
보령시,한식,201705,F,40대후,254583945,5776.65
예산군,한식,201706,F,40대초,174599779.4,5901.03
금산군,한식,201708,M,50대초,224589890.2,6310.72
태안군,한식,201706,M,50대초,324083301.2,6399.27
당진시,일식/중식/양식,201708,M,50대초,175913452,6513.26
계룡시,한식,201705,M,40대초,236338542,6850.8
태안군,한식,201707,M,50대초,355292742,7033.04
서산시,일식/중식/양식,201708,M,40대후,213397210,7110.22
예산군,한식,201707,M,60대초,232818096,7112.84
예산군,한식,201708,F,40대초,242238639.5,8378.76
당진시,한식,201705,M,20대초,228144510,8885.25
서산시,한식,201707,F,30대초,317041250.4,9081.24
홍성군,한식,201708,M,40대초,396296693,9402.12
태안군,한식,201705,M,40대초,554661167,9994.05
서산시,제과/커피/패스트푸드,201705,F,40대후,135633712.5,11592.9
태안군,한식,201708,M,30대후,563310697.3,11699.35
천안시,일식/중식/양식,201706,F,30대후,382466047.2,12165.36
공주시,한식,201706,F,40대초,290566924.8,12398.91
서산시,한식,201707,F,30대후,481413838.4,12454.12
천안시,일식/중식/양식,201707,F,40대초,406690533.5,13374.48
당진시,제과/커피/패스트푸드,201704,M,20대후,133996983.5,13546.69
서산시,제과/커피/패스트푸드,201705,F,30대후,171661099.5,14963.85
예산군,한식,201707,M,40대초,400564346,14991.76
당진시,한식,201706,M,50대후,611178344.4,16633.95
서산시,한식,201708,F,40대후,635411323.6,16901.43
서산시,제과/커피/패스트푸드,201707,M,40대초,220231880.4,17752.84
공주시,한식,201707,M,50대후,525203966,19886.16
공주시,한식,201705,M,50대후,487528816.5,20557.35
천안시,일식/중식/양식,201706,F,20대초,410331489.4,21849.9
당진시,한식,201705,M,30대초,835943219.1,22463.1
아산시,제과/커피/패스트푸드,201708,F,40대초,251165323.5,22700.47
아산시,제과/커피/패스트푸드,201708,M,40대초,288614170,26687.31
아산시,한식,201704,F,40대후,771050255.9,27471.45
서산시,한식,201705,M,50대초,1123362801,27497.25
서산시,한식,201708,M,30대초,1080825208,28957.89
아산시,한식,201705,M,50대후,996380946,28987.2
천안시,일식/중식/양식,201704,M,20대후,764353261.4,29617.12
아산시,제과/커피/패스트푸드,201707,M,30대초,305095030.8,30270.8
아산시,한식,201706,F,20대초,505913155.5,34243.62
천안시,한식,201706,F,30대초,1344625376,44888.31
천안시,한식,201705,F,30대초,1324892275,45554.85
천안시,한식,201704,F,30대후,1527539337,50415.88
천안시,한식,201708,F,20대후,1365660963,50922.82
천안시,제과/커피/패스트푸드,201705,F,20대초,642005025.8,91436.4
천안시,제과/커피/패스트푸드,201706,F,20대초,654940097.4,92895.81
부여군,일식/중식/양식,201708,M,60대후,2613832,95.94
논산시,일식/중식/양식,201701,F,50대후,20246833.2,605
금산군,한식,201702,F,30대후,48812781.36,1785
부여군,한식,201702,M,30대후,84704200,2023
예산군,한식,201701,M,60대후,82879192,2178
