지역,중분류,기준년월,성별,연령대별,카드이용금액계,카드이용건수계
공주시,제과/커피/패스트푸드,201701,F,20대초,20486413.2,2662
태안군,한식,201702,M,50대후,142379216,2737
서천군,일식/중식/양식,201702,F,60대초,4367300,104.72
서천군,제과/커피/패스트푸드,201704,M,60대후,1504915,117.84
계룡시,제과/커피/패스트푸드,201710,M,70대이상,982986,129.75
보령시,일식/중식/양식,201702,F,70대이상,7987280,138.04
계룡시,제과/커피/패스트푸드,201703,M,70대이상,2055309.9,149.73
청양군,제과/커피/패스트푸드,201706,F,20대초,1596132.6,186.84
부여군,일식/중식/양식,201703,F,50대초,5939451,202.86
서천군,일식/중식/양식,201709,M,60대후,9490500,215.46
예산군,일식/중식/양식,201702,F,60대초,7581728,223.72
보령시,일식/중식/양식,201712,M,70대이상,12318696,223.86
부여군,한식,201709,F,70대이상,11052072,225.72
논산시,제과/커피/패스트푸드,201712,M,60대후,4419049.7,250.51
청양군,한식,201703,M,70대이상,14398230,289.8
서천군,한식,201710,F,70대이상,16930299,311.4
논산시,일식/중식/양식,201702,F,60대초,8466136,328.44
청양군,제과/커피/패스트푸드,201707,M,40대초,4529075.6,329.84
서천군,일식/중식/양식,201704,F,50대후,17536065,333.88
청양군,제과/커피/패스트푸드,201706,F,30대초,3862735.35,347.73
아산시,일식/중식/양식,201701,F,70대이상,9164588.4,348.48
금산군,일식/중식/양식,201709,F,20대후,7312815,348.84
금산군,제과/커피/패스트푸드,201708,M,60대초,3897082.8,378.43
공주시,제과/커피/패스트푸드,201710,F,60대후,5072238.9,394.44
태안군,일식/중식/양식,201706,F,50대후,19525299,415.2
서천군,제과/커피/패스트푸드,201706,F,20대초,3263212.5,456.72
예산군,일식/중식/양식,201707,F,50대초,15941912,494.76
서천군,제과/커피/패스트푸드,201703,F,50대초,5444762.4,502.32
청양군,한식,201709,F,50대초,19994175,502.74
청양군,제과/커피/패스트푸드,201711,M,20대후,4910541.2,505.72
청양군,제과/커피/패스트푸드,201707,M,20대후,4940684,516.04
계룡시,제과/커피/패스트푸드,201702,M,50대후,6308428,518.84
예산군,일식/중식/양식,201703,F,50대초,16140894,536.13
태안군,일식/중식/양식,201703,M,50대후,25239165,536.13
서산시,일식/중식/양식,201706,M,60대후,17159178,550.14
태안군,제과/커피/패스트푸드,201703,M,50대후,9218779.5,579.6
계룡시,일식/중식/양식,201709,M,50대초,16224138,584.82
부여군,일식/중식/양식,201710,M,30대후,20526450,602.04
계룡시,제과/커피/패스트푸드,201711,F,50대후,7953576.8,613.32
부여군,한식,201704,M,20대초,13240797,613.75
부여군,제과/커피/패스트푸드,201704,M,20대초,4580833.6,623.57
금산군,일식/중식/양식,201710,F,50대후,16174635,627.99
태안군,제과/커피/패스트푸드,201708,M,60대초,7637090.5,634.27
태안군,제과/커피/패스트푸드,201710,M,50대후,9862557,638.37
예산군,제과/커피/패스트푸드,201702,F,20대초,5833713.2,652.12
서산시,제과/커피/패스트푸드,201711,M,60대후,7476317,667.12
계룡시,일식/중식/양식,201706,M,20대후,17095756.2,674.7
금산군,제과/커피/패스트푸드,201706,F,20대초,6642525.3,695.46
부여군,제과/커피/패스트푸드,201701,M,20대초,5468425.6,706.64
계룡시,일식/중식/양식,201712,M,50대초,25667148,708.89
서천군,제과/커피/패스트푸드,201703,M,20대후,7217710.5,719.67
논산시,일식/중식/양식,201701,M,60대초,21491681.2,735.68
당진시,제과/커피/패스트푸드,201703,M,60대후,7677188.4,743.82
금산군,일식/중식/양식,201709,M,50대후,19650465,774.63
예산군,제과/커피/패스트푸드,201701,F,50대후,11080502.4,808.28
예산군,일식/중식/양식,201703,F,40대초,27445992,869.4
부여군,제과/커피/패스트푸드,201711,M,50대초,10420360.6,898.46
논산시,일식/중식/양식,201703,F,50대초,30388621.2,956.34
당진시,일식/중식/양식,201712,F,60대초,27777295,959.4
태안군,일식/중식/양식,201703,M,20대후,24919660.5,980.49
당진시,한식,201712,F,70대이상,49813647,986.05
금산군,제과/커피/패스트푸드,201703,M,40대초,13544720.7,994.98
보령시,제과/커피/패스트푸드,201710,F,50대후,12832067.4,996.48
청양군,한식,201703,M,40대초,43014048,1004.64
보령시,일식/중식/양식,201703,F,50대초,47223711.78,1009.47
계룡시,한식,201711,F,20대후,24196281,1011.44
부여군,한식,201702,M,20대후,33361888,1013.88
태안군,제과/커피/패스트푸드,201711,F,20대초,10446615,1027.58
아산시,제과/커피/패스트푸드,201710,F,60대후,11339423.4,1032.81
보령시,일식/중식/양식,201712,F,20대초,40294906.6,1039.35
보령시,일식/중식/양식,201711,F,30대초,44653139.2,1049.1
논산시,한식,201706,F,60대후,34728885,1058.76
금산군,제과/커피/패스트푸드,201712,F,40대초,16342520.87,1097.98
계룡시,일식/중식/양식,201709,M,40대후,33416307,1123.47
금산군,제과/커피/패스트푸드,201704,M,30대후,14826285.1,1124.39
홍성군,제과/커피/패스트푸드,201711,M,50대후,13441930,1140.56
보령시,제과/커피/패스트푸드,201712,M,50대후,20234918.6,1145.95
예산군,일식/중식/양식,201701,M,50대초,38226804,1147.08
공주시,제과/커피/패스트푸드,201702,F,50대후,14504434,1185.24
태안군,제과/커피/패스트푸드,201703,F,40대초,14887315.8,1202.67
부여군,한식,201702,F,40대초,50376984,1209.04
부여군,제과/커피/패스트푸드,201712,M,20대후,12407227.3,1241.89
논산시,일식/중식/양식,201712,F,30대후,46839133.9,1263.21
공주시,일식/중식/양식,201711,F,30대후,40631374,1285.82
태안군,제과/커피/패스트푸드,201703,F,30대후,17076851.4,1304.1
태안군,일식/중식/양식,201711,M,30대후,44632749,1323.48
예산군,제과/커피/패스트푸드,201702,M,40대초,17063338.6,1366.12
보령시,제과/커피/패스트푸드,201702,F,20대초,12192692.4,1404.2
계룡시,제과/커피/패스트푸드,201712,F,30대초,15871833.9,1412.45
금산군,일식/중식/양식,201709,M,40대후,33249069,1421.01
서산시,일식/중식/양식,201701,F,50대초,44888580,1442.32
계룡시,한식,201711,F,30대초,40519636.78,1463.36
서천군,한식,201710,F,50대초,83346957.36,1489.53
당진시,제과/커피/패스트푸드,201712,F,60대초,20601089.6,1572.35
당진시,한식,201706,F,60대후,54952758,1582.95
보령시,제과/커피/패스트푸드,201705,F,50대초,28618375.5,1658.25
홍성군,일식/중식/양식,201702,F,40대초,83473644.8,1694.56
예산군,제과/커피/패스트푸드,201709,M,30대초,19270178.1,1744.2
예산군,제과/커피/패스트푸드,201703,M,30대후,23836291.5,1816.08
금산군,한식,201701,F,40대초,51371711.6,1824.68
공주시,일식/중식/양식,201709,F,40대후,57191856.3,1826.28
예산군,한식,201709,F,20대초,33596883,1985.31
보령시,일식/중식/양식,201701,M,30대초,73244688,2066.68
서산시,일식/중식/양식,201709,F,20대후,53227341,2087.91
아산시,한식,201712,F,70대이상,74143577.95,2116.01
부여군,한식,201710,F,30대후,76776189,2133.09
예산군,제과/커피/패스트푸드,201705,F,40대후,26910130.5,2158.2
논산시,제과/커피/패스트푸드,201701,F,50대초,28094070.4,2182.84
홍성군,일식/중식/양식,201712,M,20대후,65484913,2190.63
천안시,제과/커피/패스트푸드,201701,M,70대이상,30479948.4,2207.04
공주시,제과/커피/패스트푸드,201701,F,50대초,25428053.2,2231.24
예산군,한식,201703,F,20대후,50213163,2279.76
부여군,한식,201709,F,40대초,85020003,2282.85
보령시,한식,201701,F,50대후,124152776,2337.72
보령시,한식,201704,F,30대초,99525700,2356.8
논산시,제과/커피/패스트푸드,201701,M,50대초,30763862.8,2390.96
당진시,일식/중식/양식,201710,F,20대초,59677163.1,2480.82
논산시,제과/커피/패스트푸드,201703,M,50대초,29161173.3,2559.9
보령시,제과/커피/패스트푸드,201702,M,30대초,30028840.8,2775.08
서산시,한식,201711,F,60대초,113333670.4,2792.22
부여군,한식,201703,M,50대초,116221875,2907.66
태안군,한식,201712,F,40대후,166615267,2926.17
계룡시,한식,201710,F,40대후,80033588.7,2984.25
홍성군,한식,201712,F,30대초,106022761,3059.42
공주시,제과/커피/패스트푸드,201703,F,20대후,29677693.5,3110.52
서천군,한식,201712,M,50대초,147719351,3112.72
예산군,한식,201711,M,60대후,115424672,3163.44
홍성군,한식,201702,F,40대초,123035190,3246.32
보령시,제과/커피/패스트푸드,201711,F,30대후,43498887.1,3319.46
홍성군,일식/중식/양식,201709,M,40대후,195153408,3503.79
보령시,제과/커피/패스트푸드,201703,M,40대초,50714227.2,3559.71
태안군,한식,201710,M,20대초,88904284.8,3581.1
태안군,한식,201701,M,20대후,124141886,3659.04
서산시,일식/중식/양식,201705,M,50대초,120548340,3677.85
서천군,한식,201703,M,40대초,155108881.2,3680.46
논산시,한식,201702,F,50대후,120296528.8,3693.76
당진시,일식/중식/양식,201710,M,20대초,86441526,3882.12
서산시,일식/중식/양식,201709,M,50대초,110615625,3888.54
홍성군,일식/중식/양식,201709,M,30대초,213883038,3944.97
보령시,제과/커피/패스트푸드,201709,M,30대초,43720271.1,3970.62
홍성군,제과/커피/패스트푸드,201712,F,40대후,47776814.15,3970.85
홍성군,한식,201709,F,30대후,151722366.3,4037.31
홍성군,제과/커피/패스트푸드,201702,M,30대후,51414949.6,4093.6
서산시,일식/중식/양식,201712,M,50대초,161945121,4162.73
공주시,제과/커피/패스트푸드,201710,F,40대초,51156065.4,4255.8
공주시,제과/커피/패스트푸드,201701,M,20대후,42101224,4278.56
당진시,제과/커피/패스트푸드,201711,M,50대후,47713068,4416.98
논산시,제과/커피/패스트푸드,201701,M,30대초,50320391,4481.84
아산시,일식/중식/양식,201705,F,30대초,128688228.9,4519.35
천안시,한식,201710,F,70대이상,135441094.5,4536.06
아산시,일식/중식/양식,201703,F,30대초,121370172,4540.2
공주시,제과/커피/패스트푸드,201710,M,40대초,58435792.95,4567.2
보령시,한식,201703,M,30대초,190764714,4574.01
아산시,한식,201701,F,60대초,163148704.4,4660.92
홍성군,제과/커피/패스트푸드,201709,M,30대초,49889660.4,4683.69
당진시,제과/커피/패스트푸드,201702,M,50대초,52861942,4721.92
부여군,한식,201710,M,40대후,213724200,4847.46
예산군,한식,201703,F,50대초,154555411.5,4892.79
공주시,제과/커피/패스트푸드,201712,F,40대후,70709485.6,5260.71
보령시,한식,201709,M,20대후,203929134.8,5278.77
보령시,제과/커피/패스트푸드,201708,M,30대초,66919855.6,5521.88
당진시,한식,201702,M,20대초,172659575.2,5816.72
보령시,한식,201708,F,30대후,275127671,6236.1
계룡시,한식,201709,M,40대초,229854369.6,6376.59
보령시,한식,201703,M,50대초,298552443,6452.88
논산시,한식,201703,F,50대초,190944462.5,6554.31
당진시,한식,201712,F,20대후,221407134,6646.51
당진시,제과/커피/패스트푸드,201701,M,20대초,65465017.2,6717.92
당진시,한식,201701,F,50대초,263387718,6761.48
서산시,일식/중식/양식,201710,M,30대초,199879875,6876.75
서산시,일식/중식/양식,201711,M,30대후,228719940,7451.3
당진시,제과/커피/패스트푸드,201710,M,50대초,76776344.7,7504.74
아산시,일식/중식/양식,201702,M,20대초,142682428,7934.92
논산시,한식,201711,F,40대초,213027825,8005.44
홍성군,한식,201709,M,30대후,303158170.8,8084.88
당진시,제과/커피/패스트푸드,201710,M,30대후,196445184.9,18684
홍성군,한식,201709,M,20대초,142863318,10044.54
서산시,한식,201710,F,30대후,380463849,10213.92
천안시,일식/중식/양식,201702,F,40대초,345196670.8,10443.44
예산군,한식,201703,M,40대초,311276836.5,11041.38
당진시,제과/커피/패스트푸드,201709,F,20대초,76593439.35,11044.89
예산군,한식,201709,M,50대후,336483235.6,11188.53
천안시,일식/중식/양식,201703,F,30대후,374733337.9,11567.85
공주시,한식,201702,F,40대후,262264023.8,11585.84
예산군,한식,201711,M,30대후,291721892,11615.42
서산시,한식,201710,F,40대초,430481560.6,11921.43
아산시,한식,201703,F,50대후,385797699,11992.89
당진시,일식/중식/양식,201710,M,30대후,327100269,12866.01
논산시,제과/커피/패스트푸드,201709,M,20대초,114409101,15431.04
아산시,제과/커피/패스트푸드,201702,M,40대초,219091447.4,18521.16
천안시,일식/중식/양식,201709,M,40대후,703274983.2,20909.88
아산시,제과/커피/패스트푸드,201712,F,30대초,235487453.6,21773.05
서산시,제과/커피/패스트푸드,201710,M,30대후,265426227.5,22067.88
천안시,제과/커피/패스트푸드,201702,M,50대초,306581470.7,23243.08
천안시,일식/중식/양식,201703,M,30대초,759693355.5,23947.14
천안시,일식/중식/양식,201709,F,20대초,471044910.6,24880.5
서산시,한식,201712,M,30대초,1083118542,25386.79
아산시,한식,201703,F,40대후,742200742.5,25507.23
아산시,한식,201709,M,50대후,825749147,28081.62
천안시,한식,201710,M,60대초,867867596.1,29541.48
천안시,제과/커피/패스트푸드,201710,F,50대초,363279655.2,31762.8
아산시,제과/커피/패스트푸드,201712,M,20대후,325643678.8,33563.01
천안시,한식,201711,F,30대초,1295211629,44040.68
아산시,제과/커피/패스트푸드,201703,F,20대초,328933094.7,49299.81
공주시,일식/중식/양식,201705,F,70대이상,2470050,99
청양군,제과/커피/패스트푸드,201702,F,60대후,134708,14.28
청양군,제과/커피/패스트푸드,201703,F,70대이상,302358,28.98
부여군,일식/중식/양식,201701,F,70대이상,1529440,33.88
금산군,제과/커피/패스트푸드,201709,F,70대이상,340632,46.17
서천군,일식/중식/양식,201706,F,60대후,2107140,46.71
청양군,제과/커피/패스트푸드,201706,M,60대후,726081,46.71
청양군,제과/커피/패스트푸드,201708,F,60대초,593921.9,47.97
청양군,제과/커피/패스트푸드,201705,M,60대후,1112265,49.5
금산군,일식/중식/양식,201703,F,70대이상,1400700,53.13
부여군,제과/커피/패스트푸드,201703,F,70대이상,964551,72.45
청양군,일식/중식/양식,201701,F,50대후,1902120,72.6
서천군,제과/커피/패스트푸드,201705,M,60대후,3482374.5,74.25
금산군,일식/중식/양식,201712,F,70대이상,1913470,74.62
서천군,일식/중식/양식,201711,F,20대초,2004050,75.32
계룡시,일식/중식/양식,201709,M,60대후,1885275,76.95
부여군,일식/중식/양식,201703,M,20대초,1447068,82.11
청양군,제과/커피/패스트푸드,201708,M,60대초,2115210.5,90.61
논산시,일식/중식/양식,201710,F,60대후,2994111,93.42
청양군,일식/중식/양식,201707,M,20대초,5554080,101.08
부여군,일식/중식/양식,201709,F,20대초,2888703,102.6
부여군,일식/중식/양식,201709,M,70대이상,3272940,102.6
금산군,일식/중식/양식,201706,M,70대이상,2283600,114.18
홍성군,제과/커피/패스트푸드,201702,M,70대이상,1572799.2,123.76
청양군,제과/커피/패스트푸드,201709,F,50대후,1765233,128.25
부여군,일식/중식/양식,201701,F,20대후,5288668,145.2
부여군,일식/중식/양식,201710,M,60대초,4554225,145.32
서천군,일식/중식/양식,201705,F,20대후,4482225,148.5
예산군,일식/중식/양식,201701,F,20대초,2979020,154.88
금산군,일식/중식/양식,201711,M,60대후,3195720,156.02
예산군,제과/커피/패스트푸드,201703,F,60대후,2576080.5,173.88
태안군,일식/중식/양식,201701,F,60대초,6352500,174.24
보령시,일식/중식/양식,201707,F,60대후,5820612,175.56
보령시,제과/커피/패스트푸드,201710,F,60대후,15678990,176.46
