날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
12672,108,20,16,25
12673,108,20,16,26
12674,108,21,15,27
12675,108,17,15,20
12676,108,19,12,26
12677,108,20,17,26
12678,108,20,17,24
12679,108,19,14,26
12680,108,19,13,26
12681,108,20,17,22
12682,108,18,15,23
12683,108,17,12,22
12684,108,16,12,22
12685,108,15,10,20
12686,108,18,14,23
12687,108,19,16,25
12688,108,19,13,26
12689,108,19,15,26
12690,108,20,13,28
12691,108,17,16,21
12692,108,18,17,18
12693,108,15,11,17
12694,108,13,10,16
12695,108,13,9,18
12696,108,14,9,20
12697,108,13,8,20
12698,108,13,8,19
12699,108,14,7,21
12700,108,13,6,21
12701,108,12,8,18
12702,108,14,7,21
12703,108,16,11,22
12704,108,15,9,23
12705,108,17,10,23
12706,108,13,10,17
12707,108,11,6,16
12708,108,6,2,11
12709,108,6,1,13
12710,108,10,4,16
12711,108,11,4,18
12712,108,14,10,19
12713,108,12,5,20
12714,108,13,7,20
12715,108,16,11,22
12716,108,8,3,17
12717,108,4,1,9
12718,108,7,1,14
12719,108,11,3,17
12720,108,10,4,17
12721,108,9,1,16
12722,108,11,4,18
12723,108,12,7,19
12724,108,9,5,11
12725,108,7,2,11
12726,108,6,1,11
12727,108,8,1,15
12728,108,8,3,13
12729,108,10,7,14
12730,108,3,1,10
12731,108,3,0,5
12732,108,5,1,11
12733,108,7,2,13
12734,108,5,1,9
12735,108,4,2,9
12736,108,4,1,7
12737,108,6,1,10
12738,108,6,1,11
12739,108,6,2,13
12740,108,8,2,14
12741,108,6,1,11
12742,108,0,4,4
12743,108,1,4,6
12744,108,4,2,9
12745,108,3,3,8
12746,108,6,1,12
12747,108,6,0,14
12748,108,7,2,13
12749,108,7,3,14
12750,108,0,5,5
12751,108,6,9,3
12752,108,4,9,1
12753,108,2,4,1
12754,108,4,8,1
12755,108,1,6,3
12756,108,2,5,2
12757,108,3,7,2
12758,108,2,9,5
12759,108,0,5,6
12760,108,1,5,7
12761,108,1,5,8
12762,108,2,5,8
12763,108,4,1,10
12764,108,1,4,7
12765,108,1,3,6
12766,108,3,4,7
12767,108,4,1,8
12768,108,1,3,4
12769,108,0,5,5
12770,108,2,2,4
12771,108,0,2,4
12772,108,1,5,3
12773,108,0,5,5
12774,108,2,2,5
12775,108,3,1,6
12776,108,3,0,6
12777,108,0,4,3
12778,108,0,3,3
12779,108,1,4,3
12780,108,1,5,6
12781,108,3,0,5
12782,108,4,1,8
12783,108,4,1,9
12784,108,2,1,6
12785,108,1,2,5
12786,108,0,4,5
12787,108,1,2,2
12788,108,5,7,1
12789,108,6,10,1
12790,108,4,9,1
12791,108,0,2,2
12792,108,3,0,7
12793,108,2,2,7
12794,108,1,3,3
12795,108,4,1,8
12796,108,4,0,9
12797,108,3,1,7
12798,108,1,0,3
12799,108,5,9,1
12800,108,10,13,7
12801,108,10,13,6
12802,108,8,13,5
12803,108,7,10,2
12804,108,5,11,1
12805,108,6,11,1
12806,108,7,13,0
12807,108,6,8,3
12808,108,5,11,1
12809,108,5,10,1
12810,108,7,10,3
12811,108,7,12,2
12812,108,4,11,1
12813,108,4,6,1
12814,108,6,10,1
12815,108,6,11,1
12816,108,4,11,3
12817,108,0,6,7
12818,108,0,3,4
12819,108,1,2,5
12820,108,6,9,2
12821,108,10,14,6
12822,108,8,15,2
12823,108,4,12,5
12824,108,2,2,5
12825,108,0,5,4
12826,108,6,9,2
12827,108,5,11,2
12828,108,2,6,3
12829,108,0,7,5
12830,108,2,1,7
12831,108,0,6,4
12832,108,1,6,5
12833,108,1,6,4
12834,108,0,6,8
12835,108,1,5,7
12836,108,1,6,9
12837,108,2,2,8
12838,108,3,5,11
12839,108,5,1,11
12840,108,6,1,13
12841,108,8,0,16
12842,108,6,1,13
12843,108,3,1,8
12844,108,3,2,8
12845,108,3,2,8
12846,108,3,0,6
12847,108,1,1,4
12848,108,0,4,4
12849,108,2,4,8
12850,108,3,0,7
12851,108,5,0,8
12852,108,9,5,14
12853,108,5,2,10
12854,108,3,2,9
12855,108,4,2,8
12856,108,3,3,9
12857,108,5,1,10
12858,108,8,0,15
12859,108,8,5,11
12860,108,6,1,12
12861,108,11,4,19
12862,108,8,5,11
12863,108,3,0,8
12864,108,3,3,9
12865,108,4,3,9
12866,108,8,2,14
12867,108,8,4,14
12868,108,6,3,11
12869,108,6,1,13
12870,108,9,1,15
12871,108,8,5,12
12872,108,6,1,10
12873,108,6,0,11
12874,108,6,1,13
12875,108,5,1,12
12876,108,6,0,14
12877,108,8,0,16
12878,108,8,3,16
12879,108,8,1,15
12880,108,9,2,17
12881,108,10,1,20
12882,108,15,6,25
12883,108,12,11,15
12884,108,13,10,17
12885,108,9,5,13
12886,108,6,0,14
12887,108,9,1,19
12888,108,7,6,9
12889,108,7,6,11
12890,108,8,1,16
12891,108,9,3,16
12892,108,10,3,18
12893,108,10,4,17
12894,108,12,5,18
12895,108,12,9,18
12896,108,10,5,15
12897,108,14,7,22
12898,108,14,7,21
12899,108,17,11,24
12900,108,18,13,24
12901,108,12,9,17
12902,108,12,5,18
12903,108,12,6,20
12904,108,7,5,12
12905,108,9,4,15
12906,108,12,6,18
12907,108,13,8,19
12908,108,13,10,18
12909,108,13,11,19
12910,108,12,6,19
12911,108,15,6,22
12912,108,15,13,19
12913,108,18,12,25
12914,108,20,15,27
12915,108,20,16,25
12916,108,15,13,17
12917,108,15,8,21
12918,108,13,11,17
12919,108,13,9,20
12920,108,12,7,18
12921,108,13,8,18
12922,108,15,11,22
12923,108,16,10,25
12924,108,16,11,23
12925,108,16,11,23
12926,108,17,10,25
12927,108,19,11,28
12928,108,20,12,30
12929,108,22,14,30
12930,108,18,17,21
12931,108,19,15,23
12932,108,19,13,27
12933,108,19,15,24
12934,108,20,13,27
12935,108,20,15,27
12936,108,21,14,29
12937,108,22,16,30
12938,108,17,14,22
12939,108,15,13,16
12940,108,18,12,24
12941,108,16,13,23
12942,108,17,13,22
12943,108,20,13,27
12944,108,21,17,25
12945,108,19,16,24
12946,108,20,13,28
12947,108,22,16,30
12948,108,22,16,28
12949,108,22,16,29
12950,108,22,17,28
12951,108,19,17,22
12952,108,18,15,23
12953,108,21,15,27
12954,108,22,18,27
12955,108,22,17,26
12956,108,21,18,26
12957,108,20,17,25
12958,108,20,18,24
12959,108,20,16,28
12960,108,21,17,27
12961,108,23,17,28
12962,108,23,18,29
12963,108,22,21,26
12964,108,20,18,23
12965,108,21,18,25
12966,108,22,17,28
12967,108,22,18,30
12968,108,20,19,27
12969,108,23,19,28
12970,108,23,19,28
12971,108,23,18,30
12972,108,25,19,32
12973,108,26,20,32
12974,108,26,20,31
12975,108,22,19,27
12976,108,22,18,25
12977,108,23,22,26
12978,108,25,21,28
12979,108,24,21,28
12980,108,24,21,28
12981,108,24,22,29
12982,108,25,21,31
12983,108,23,20,29
12984,108,22,20,26
12985,108,22,19,27
12986,108,19,17,21
12987,108,21,18,26
12988,108,23,21,25
12989,108,26,21,32
12990,108,26,22,33
12991,108,26,22,29
12992,108,26,23,28
12993,108,26,24,30
12994,108,26,23,31
12995,108,27,25,31
12996,108,28,25,32
12997,108,26,25,30
12998,108,27,24,33
12999,108,28,23,34
13000,108,26,23,31
13001,108,23,22,26
13002,108,24,19,30
13003,108,25,22,30
13004,108,25,23,30
13005,108,26,23,31
13006,108,26,23,31
13007,108,26,20,32
13008,108,24,20,27
13009,108,24,22,28
13010,108,25,20,32
13011,108,25,21,33
13012,108,26,21,32
13013,108,25,22,33
13014,108,25,21,32
13015,108,25,21,29
13016,108,25,22,30
13017,108,27,23,31
13018,108,26,23,29
13019,108,22,21,25
13020,108,23,20,27
13021,108,25,19,31
13022,108,25,22,29
13023,108,25,22,29
13024,108,26,22,32
13025,108,25,21,31
13026,108,23,19,30
13027,108,22,16,29
13028,108,24,19,30
13029,108,24,20,31
13030,108,23,19,31
13031,108,25,19,32
13032,108,25,17,31
13033,108,23,21,26
13034,108,26,20,32
13035,108,28,25,33
13036,108,27,24,32
13037,108,24,22,29
13038,108,24,20,28
13039,108,22,17,26
13040,108,13,11,19
13041,108,14,6,22
13042,108,17,9,26
13043,108,18,12,25
13044,108,19,13,28
13045,108,20,15,27
13046,108,19,13,27
13047,108,20,13,27
13048,108,19,13,26
13049,108,20,13,29
13050,108,20,14,27
13051,108,19,13,27
13052,108,17,13,23
13053,108,13,11,21
13054,108,15,10,23
13055,108,17,9,25
13056,108,17,11,25
13057,108,18,11,25
13058,108,17,13,22
13059,108,15,14,17
13060,108,17,14,22
13061,108,14,11,20
13062,108,14,8,23
13063,108,13,6,19
13064,108,10,5,16
13065,108,12,3,20
13066,108,16,9,24
13067,108,17,10,25
13068,108,18,12,25
13069,108,17,13,23
13070,108,15,10,20
13071,108,15,8,23
13072,108,18,14,22
13073,108,16,14,23
13074,108,12,9,16
13075,108,13,9,18
13076,108,12,7,19
13077,108,14,7,20
13078,108,15,11,21
13079,108,13,7,21
13080,108,15,9,23
13081,108,16,8,24
13082,108,17,13,19
13083,108,15,12,18
13084,108,12,8,18
13085,108,13,6,21
13086,108,14,8,21
13087,108,13,10,18
13088,108,13,7,21
13089,108,13,7,20
13090,108,14,10,17
13091,108,12,11,15
13092,108,13,10,18
13093,108,7,2,12
13094,108,9,4,15
13095,108,7,3,14
13096,108,10,4,15
13097,108,10,3,16
13098,108,5,2,12
13099,108,2,2,6
13100,108,4,0,9
13101,108,6,2,13
13102,108,7,2,9
13103,108,7,3,10
13104,108,1,3,3
13105,108,0,6,5
13106,108,1,4,8
13107,108,4,2,11
13108,108,5,1,12
13109,108,8,2,13
13110,108,12,8,16
13111,108,10,8,15
13112,108,9,6,11
13113,108,4,3,9
13114,108,3,0,8
13115,108,2,2,8
13116,108,4,1,10
13117,108,4,3,11
13118,108,6,2,9
13119,108,6,4,9
13120,108,1,3,4
13121,108,1,6,3
13122,108,1,4,5
13123,108,4,0,9
13124,108,7,2,12
13125,108,7,2,13
13126,108,4,5,9
13127,108,8,11,4
13128,108,10,13,6
13129,108,12,14,8
13130,108,11,15,7
13131,108,9,14,5
13132,108,7,10,3
13133,108,8,12,4
13134,108,6,13,1
13135,108,3,7,2
13136,108,10,13,6
13137,108,7,14,1
13138,108,2,5,1
13139,108,8,9,3
13140,108,9,14,5
13141,108,7,13,3
13142,108,3,6,1
13143,108,5,11,1
13144,108,2,11,6
13145,108,3,3,7
13146,108,4,2,6
13147,108,7,13,3
13148,108,13,17,9
13149,108,8,15,2
13150,108,6,11,2
13151,108,6,9,1
13152,108,8,12,4
13153,108,7,13,2
13154,108,9,12,5
13155,108,10,15,4
13156,108,6,10,3
13157,108,6,10,1
13158,108,7,12,2
13159,108,8,14,1
13160,108,5,13,1
13161,108,5,10,0
13162,108,10,15,5
13163,108,8,12,3
13164,108,11,15,5
13165,108,15,18,10
13166,108,16,20,12
13167,108,13,20,8
13168,108,10,14,5
13169,108,9,15,4
13170,108,10,14,6
13171,108,11,15,6
13172,108,9,15,4
13173,108,5,11,1
13174,108,7,10,3
13175,108,10,13,6
13176,108,7,15,1
13177,108,2,8,3
13178,108,10,13,6
13179,108,15,19,10
13180,108,14,19,9
13181,108,12,16,6
13182,108,10,16,5
13183,108,7,15,1
13184,108,9,12,5
13185,108,7,18,1
13186,108,0,6,4
13187,108,1,3,2
13188,108,2,4,1
13189,108,5,8,1
13190,108,7,11,2
13191,108,7,12,2
13192,108,6,12,1
13193,108,1,9,4
13194,108,2,6,3
13195,108,1,8,5
13196,108,4,0,9
13197,108,1,5,4
13198,108,6,10,2
13199,108,6,10,3
13200,108,6,10,1
13201,108,6,11,1
13202,108,3,8,0
13203,108,0,3,5
13204,108,3,5,2
13205,108,4,9,0
13206,108,3,8,2
13207,108,4,5,2
13208,108,6,8,2
13209,108,8,11,4
13210,108,10,13,5
13211,108,8,14,3
13212,108,7,12,1
13213,108,5,10,0
13214,108,4,9,2
13215,108,3,8,2
13216,108,1,7,4
13217,108,3,6,0
13218,108,4,8,1
13219,108,3,9,4
13220,108,0,9,8
13221,108,4,0,6
13222,108,1,0,6
13223,108,1,2,4
13224,108,1,4,3
13225,108,4,3,9
13226,108,1,3,7
13227,108,1,5,3
13228,108,2,5,9
13229,108,1,2,5
13230,108,1,2,5
13231,108,2,2,5
13232,108,4,0,10
13233,108,1,4,4
13234,108,1,5,7
13235,108,3,2,9
13236,108,3,2,9
13237,108,5,1,11
13238,108,3,0,7
13239,108,4,1,11
13240,108,4,1,12
13241,108,6,2,16
13242,108,3,0,10
13243,108,3,1,5
13244,108,5,2,11
13245,108,9,1,16
13246,108,8,7,10
13247,108,12,6,19
13248,108,6,4,13
13249,108,5,2,9
13250,108,7,0,14
13251,108,9,2,15
13252,108,9,4,16
13253,108,7,2,13
13254,108,7,1,13
13255,108,8,3,15
13256,108,9,3,16
13257,108,15,6,23
13258,108,9,5,16
13259,108,9,3,14
13260,108,10,3,16
13261,108,14,9,18
13262,108,13,10,19
13263,108,12,5,21
13264,108,13,7,18
13265,108,10,7,15
13266,108,11,3,18
13267,108,10,8,16
13268,108,13,8,17
13269,108,11,7,17
13270,108,12,7,18
13271,108,12,6,20
13272,108,13,7,21
13273,108,16,7,24
13274,108,12,10,17
13275,108,17,12,24
13276,108,14,10,21
13277,108,15,7,21
13278,108,15,12,20
13279,108,13,11,17
13280,108,16,11,21
13281,108,17,10,25
13282,108,19,11,27
13283,108,19,15,27
13284,108,18,13,26
13285,108,17,13,25
13286,108,16,11,21
13287,108,16,8,24
13288,108,20,13,27
13289,108,13,10,20
13290,108,14,9,21
13291,108,13,8,19
13292,108,15,11,21
13293,108,16,9,22
13294,108,17,10,24
13295,108,14,11,17
13296,108,15,11,21
13297,108,17,12,23
13298,108,17,13,23
13299,108,18,12,27
13300,108,18,12,26
13301,108,18,11,26
13302,108,18,13,24
13303,108,18,11,24
13304,108,17,14,21
13305,108,17,10,23
13306,108,18,13,25
13307,108,20,13,28
13308,108,20,15,26
13309,108,19,17,21
13310,108,18,14,23
13311,108,19,14,25
13312,108,20,14,27
13313,108,22,15,31
13314,108,22,16,30
13315,108,21,17,27
13316,108,24,20,30
13317,108,25,19,32
13318,108,23,20,27
13319,108,24,21,29
13320,108,23,20,25
13321,108,18,16,22
13322,108,21,15,27
13323,108,21,18,29
13324,108,22,18,28
13325,108,22,18,29
13326,108,23,18,29
13327,108,23,20,29
13328,108,23,19,29
13329,108,20,19,21
13330,108,21,18,24
13331,108,22,17,28
13332,108,21,18,26
13333,108,19,16,22
13334,108,20,16,25
13335,108,21,16,28
13336,108,22,16,29
13337,108,22,18,26
13338,108,23,17,30
13339,108,24,20,31
13340,108,22,20,24
13341,108,25,21,30
13342,108,23,20,27
13343,108,24,20,32
13344,108,24,19,32
13345,108,24,21,29
13346,108,24,21,29
13347,108,25,22,29
13348,108,23,22,26
13349,108,24,21,29
13350,108,24,19,31
13351,108,25,20,30
13352,108,26,22,32
13353,108,27,22,33
13354,108,28,24,34
13355,108,25,23,27
13356,108,23,21,26
13357,108,25,23,27
13358,108,26,24,30
13359,108,25,23,26
13360,108,24,22,27
13361,108,24,21,28
13362,108,23,20,27
13363,108,23,21,28
13364,108,24,21,28
13365,108,23,20,28
13366,108,22,20,24
13367,108,23,20,28
13368,108,24,20,29
13369,108,25,22,29
13370,108,24,22,28
13371,108,25,22,30
13372,108,24,22,25
13373,108,23,20,25
13374,108,22,20,27
13375,108,24,19,30
13376,108,20,19,25
13377,108,22,19,27
13378,108,22,18,29
13379,108,23,18,31
13380,108,24,19,29
13381,108,24,21,28
13382,108,21,20,24
13383,108,23,19,29
13384,108,23,19,27
13385,108,21,19,25
13386,108,23,19,28
13387,108,23,21,24
13388,108,21,19,23
13389,108,21,20,22
13390,108,20,17,26
13391,108,22,19,27
13392,108,22,19,27
13393,108,23,21,28
13394,108,24,20,30
13395,108,21,20,22
13396,108,23,21,25
13397,108,24,21,28
13398,108,23,22,25
13399,108,24,22,28
13400,108,24,22,26
13401,108,25,22,29
13402,108,20,16,26
13403,108,20,16,25
13404,108,21,14,27
13405,108,23,17,28
13406,108,22,21,26
13407,108,23,18,29
13408,108,18,16,23
13409,108,16,12,23
13410,108,14,13,20
13411,108,17,10,24
13412,108,18,11,25
13413,108,17,11,24
13414,108,19,14,25
13415,108,19,14,26
13416,108,20,13,27
13417,108,20,16,26
13418,108,18,15,21
13419,108,18,17,23
13420,108,18,14,23
13421,108,19,13,25
13422,108,19,15,25
13423,108,18,13,24
13424,108,18,12,25
13425,108,16,12,24
13426,108,14,10,20
13427,108,14,8,22
13428,108,17,9,24
13429,108,13,10,19
13430,108,13,5,20
13431,108,16,10,23
13432,108,16,9,24
13433,108,17,10,25
13434,108,17,11,24
13435,108,15,10,22
13436,108,14,7,23
13437,108,15,8,21
13438,108,15,10,23
13439,108,14,6,24
13440,108,11,8,18
13441,108,11,2,19
13442,108,12,7,18
13443,108,12,5,21
13444,108,11,5,18
13445,108,9,5,14
13446,108,9,1,18
13447,108,15,7,20
13448,108,18,15,21
13449,108,10,7,17
13450,108,8,2,14
13451,108,10,2,17
13452,108,10,4,17
13453,108,12,6,16
13454,108,9,5,14
13455,108,7,2,13
13456,108,5,2,12
13457,108,12,5,17
13458,108,12,8,15
13459,108,8,2,15
13460,108,10,3,14
13461,108,8,4,11
13462,108,5,0,9
13463,108,9,2,16
13464,108,8,2,16
13465,108,7,3,11
13466,108,5,0,10
13467,108,5,1,9
13468,108,8,2,14
13469,108,4,1,10
13470,108,5,0,10
13471,108,7,0,14
13472,108,8,6,11
13473,108,5,2,9
13474,108,4,2,12
13475,108,6,0,13
13476,108,0,2,6
13477,108,1,6,5
13478,108,5,1,8
13479,108,4,3,12
13480,108,8,2,12
13481,108,0,3,12
13482,108,4,8,0
13483,108,2,4,5
13484,108,7,2,9
13485,108,7,2,10
13486,108,2,4,2
13487,108,4,7,0
13488,108,4,7,1
13489,108,6,8,3
13490,108,5,9,2
13491,108,4,8,0
13492,108,3,8,2
13493,108,3,8,2
13494,108,2,5,6
13495,108,4,2,5
13496,108,2,5,4
13497,108,3,7,1
13498,108,2,8,3
13499,108,1,6,7
13500,108,7,0,10
13501,108,10,4,15
13502,108,2,1,5
13503,108,3,0,5
13504,108,0,4,3
13505,108,5,7,1
13506,108,5,9,1
13507,108,3,8,1
13508,108,1,6,4
13509,108,1,3,6
13510,108,1,2,5
13511,108,1,4,2
13512,108,0,6,5
13513,108,0,6,6
13514,108,0,6,4
13515,108,2,3,6
13516,108,1,3,4
13517,108,2,8,3
13518,108,0,7,8
13519,108,3,5,10
13520,108,3,1,6
13521,108,2,3,2
13522,108,5,8,2
13523,108,4,9,0
13524,108,5,9,0
13525,108,10,13,6
13526,108,11,13,8
13527,108,9,13,5
13528,108,6,13,1
13529,108,2,5,2
13530,108,5,9,0
13531,108,3,8,1
13532,108,1,7,4
13533,108,0,4,4
13534,108,0,3,3
13535,108,1,3,2
13536,108,2,6,2
13537,108,2,5,3
13538,108,3,8,1
13539,108,3,6,2
13540,108,9,11,5
13541,108,8,12,4
13542,108,5,9,0
13543,108,4,5,1
13544,108,7,11,2
13545,108,5,10,1
13546,108,4,8,1
13547,108,2,7,1
13548,108,3,5,0
13549,108,5,12,1
13550,108,4,3,7
13551,108,6,3,10
13552,108,2,1,5
13553,108,1,4,5
13554,108,1,6,6
13555,108,2,3,8
13556,108,1,0,3
13557,108,4,1,7
13558,108,1,2,3
13559,108,2,5,1
13560,108,6,8,2
13561,108,6,10,2
13562,108,3,8,1
13563,108,4,8,0
13564,108,4,8,2
13565,108,0,4,3
13566,108,4,1,8
13567,108,4,3,10
13568,108,7,0,11
13569,108,3,0,8
13570,108,1,4,8
13571,108,2,1,7
13572,108,3,1,9
13573,108,1,4,3
13574,108,1,7,5
13575,108,2,5,10
13576,108,7,3,15
13577,108,4,1,11
13578,108,3,0,8
13579,108,3,2,7
13580,108,4,2,6
13581,108,2,2,7
13582,108,0,4,4
13583,108,3,3,9
13584,108,5,2,8
13585,108,2,2,5
13586,108,1,5,5
13587,108,5,2,8
13588,108,8,5,12
13589,108,6,2,12
13590,108,2,2,8
13591,108,2,5,2
13592,108,1,5,7
13593,108,4,3,8
13594,108,6,0,13
13595,108,7,1,14
13596,108,9,4,15
13597,108,8,3,19
13598,108,1,3,4
13599,108,2,5,2
13600,108,1,4,5
13601,108,4,2,9
13602,108,4,1,8
13603,108,2,1,6
13604,108,3,2,9
13605,108,6,0,12
13606,108,6,3,10
13607,108,5,1,12
13608,108,6,1,11
13609,108,3,1,8
13610,108,5,1,10
13611,108,7,1,15
13612,108,8,4,13
13613,108,9,4,17
13614,108,7,2,14
13615,108,11,1,19
13616,108,15,11,19
13617,108,12,10,15
13618,108,14,10,16
13619,108,8,6,16
13620,108,9,3,16
13621,108,9,5,14
13622,108,7,4,10
13623,108,8,2,15
13624,108,14,6,23
13625,108,19,14,26
13626,108,16,12,20
13627,108,12,9,18
13628,108,13,7,19
13629,108,13,8,18
13630,108,12,9,17
13631,108,12,6,18
13632,108,13,6,21
13633,108,13,8,20
13634,108,16,7,26
13635,108,18,12,22
13636,108,17,13,21
13637,108,15,11,20
13638,108,13,9,19
13639,108,14,8,21
13640,108,15,11,22
13641,108,14,9,21
13642,108,13,8,18
13643,108,12,7,18
13644,108,13,8,19
13645,108,16,9,25
13646,108,16,10,23
13647,108,17,12,25
13648,108,16,9,24
13649,108,17,11,25
13650,108,14,11,18
13651,108,14,7,21
13652,108,14,7,22
13653,108,17,12,24
13654,108,17,12,24
13655,108,19,16,23
13656,108,18,14,24
13657,108,16,10,22
13658,108,19,14,26
13659,108,18,13,25
13660,108,18,13,24
13661,108,17,14,23
13662,108,16,13,21
13663,108,15,12,20
13664,108,16,11,23
13665,108,17,10,24
13666,108,18,11,25
13667,108,16,11,23
13668,108,19,14,25
13669,108,21,14,29
13670,108,24,15,32
13671,108,21,19,25
13672,108,22,16,28
13673,108,22,19,26
13674,108,19,17,23
13675,108,19,14,25
13676,108,19,13,27
13677,108,21,14,29
13678,108,23,18,30
13679,108,23,17,30
13680,108,22,16,30
13681,108,20,17,26
13682,108,20,16,27
13683,108,21,14,28
13684,108,23,15,30
13685,108,23,18,30
13686,108,24,18,31
13687,108,24,18,32
13688,108,25,18,32
13689,108,24,19,32
13690,108,25,19,33
13691,108,26,19,32
13692,108,22,19,26
13693,108,21,18,25
13694,108,22,17,26
13695,108,20,17,23
13696,108,20,17,24
13697,108,20,17,26
13698,108,24,18,31
13699,108,26,19,33
13700,108,23,21,27
13701,108,22,18,28
13702,108,22,19,27
13703,108,21,18,24
13704,108,21,18,26
13705,108,24,19,28
13706,108,24,22,26
13707,108,23,21,28
13708,108,24,19,30
13709,108,25,20,32
13710,108,23,20,31
13711,108,25,18,32
13712,108,25,19,32
13713,108,25,21,30
13714,108,24,22,25
13715,108,25,23,27
13716,108,25,22,30
13717,108,26,23,30
13718,108,26,23,32
13719,108,26,22,32
13720,108,27,22,33
13721,108,28,24,34
13722,108,28,25,33
13723,108,23,22,28
13724,108,25,21,31
13725,108,27,22,34
13726,108,28,25,33
13727,108,28,24,34
13728,108,27,24,34
13729,108,29,23,35
13730,108,29,24,35
13731,108,30,26,34
13732,108,29,25,34
13733,108,28,25,33
13734,108,27,24,32
13735,108,26,23,30
13736,108,26,22,32
13737,108,25,23,30
13738,108,25,22,29
13739,108,26,23,31
13740,108,27,24,32
13741,108,27,22,34
13742,108,28,25,33
13743,108,28,23,33
13744,108,28,24,35
13745,108,27,25,33
13746,108,28,24,34
13747,108,28,23,33
13748,108,27,23,33
13749,108,27,21,34
13750,108,28,23,34
13751,108,26,24,31
13752,108,27,23,31
13753,108,26,23,30
13754,108,22,19,26
13755,108,25,21,30
13756,108,25,22,29
13757,108,24,20,31
13758,108,24,19,30
13759,108,26,23,30
13760,108,24,19,28
13761,108,20,15,28
13762,108,22,16,28
13763,108,20,16,24
13764,108,23,19,29
13765,108,18,16,22
13766,108,20,14,28
13767,108,22,15,28
13768,108,21,17,24
13769,108,20,17,26
13770,108,20,12,28
13771,108,22,16,29
13772,108,22,18,28
13773,108,22,17,29
13774,108,21,17,27
13775,108,22,17,27
13776,108,22,17,27
13777,108,19,16,23
13778,108,20,14,27
13779,108,21,16,27
13780,108,18,15,26
13781,108,20,14,28
13782,108,20,15,28
13783,108,22,16,28
13784,108,21,17,26
13785,108,16,13,21
13786,108,14,7,21
13787,108,16,8,25
13788,108,18,15,22
13789,108,19,14,26
13790,108,19,14,27
13791,108,18,13,25
13792,108,19,15,25
13793,108,17,13,23
13794,108,12,7,18
13795,108,12,5,18
13796,108,16,11,23
13797,108,16,10,24
13798,108,17,11,24
13799,108,18,12,26
13800,108,11,7,18
13801,108,10,4,17
13802,108,12,8,17
13803,108,10,6,14
13804,108,7,4,10
13805,108,5,1,10
13806,108,8,1,15
13807,108,13,4,21
13808,108,15,10,22
13809,108,15,11,22
13810,108,15,9,21
13811,108,14,8,22
13812,108,15,7,23
13813,108,15,10,23
13814,108,15,8,23
13815,108,15,8,21
13816,108,16,12,18
13817,108,12,9,16
13818,108,11,5,18
13819,108,12,9,15
13820,108,11,7,17
13821,108,12,7,19
13822,108,14,9,19
13823,108,13,7,18
13824,108,15,8,22
13825,108,12,8,18
13826,108,7,3,10
13827,108,9,5,13
13828,108,9,4,14
13829,108,9,2,15
13830,108,13,8,17
13831,108,11,5,15
13832,108,10,3,17
13833,108,9,3,17
13834,108,10,3,16
13835,108,10,3,17
13836,108,12,8,18
13837,108,9,7,13
13838,108,5,4,9
13839,108,7,2,12
13840,108,3,2,8
13841,108,2,5,1
13842,108,1,4,3
13843,108,1,3,1
13844,108,1,6,3
13845,108,2,3,4
13846,108,5,2,9
13847,108,3,0,8
13848,108,2,4,6
13849,108,3,0,8
13850,108,4,1,9
13851,108,5,8,4
13852,108,7,10,5
13853,108,8,11,4
13854,108,8,11,3
13855,108,5,10,1
13856,108,3,6,0
13857,108,4,11,3
13858,108,2,3,4
13859,108,2,2,7
13860,108,2,5,3
13861,108,8,10,2
13862,108,6,12,3
13863,108,2,3,5
13864,108,1,4,3
13865,108,1,6,4
13866,108,5,0,11
13867,108,1,8,7
13868,108,8,12,4
13869,108,9,12,5
13870,108,8,14,3
13871,108,1,8,4
13872,108,3,1,5
13873,108,1,5,5
13874,108,7,10,4
13875,108,11,15,7
13876,108,12,16,7
13877,108,8,14,4
13878,108,7,12,3
13879,108,7,12,2
13880,108,3,11,4
13881,108,1,6,2
13882,108,9,13,1
13883,108,12,14,9
13884,108,11,17,6
13885,108,10,15,4
13886,108,10,12,6
13887,108,13,16,10
13888,108,14,18,10
13889,108,11,18,5
13890,108,2,10,4
13891,108,1,6,5
13892,108,9,12,5
13893,108,9,16,3
13894,108,4,11,2
13895,108,4,7,1
13896,108,4,10,2
13897,108,0,10,6
13898,108,2,0,6
13899,108,0,2,2
13900,108,0,5,5
13901,108,8,11,0
13902,108,10,15,6
13903,108,8,11,4
13904,108,6,13,2
13905,108,4,11,2
13906,108,15,17,10
13907,108,12,19,5
13908,108,8,14,3
13909,108,2,7,3
13910,108,2,7,3
13911,108,2,8,2
13912,108,8,11,4
13913,108,10,14,5
13914,108,7,12,2
13915,108,6,11,0
13916,108,4,10,1
13917,108,7,10,3
13918,108,8,13,2
13919,108,9,12,4
13920,108,10,14,4
13921,108,7,14,2
13922,108,0,7,5
13923,108,1,7,4
13924,108,1,8,7
13925,108,1,2,5
13926,108,2,1,5
13927,108,1,5,5
13928,108,6,8,4
13929,108,5,8,2
13930,108,4,6,1
13931,108,5,9,1
13932,108,4,9,0
13933,108,3,8,2
13934,108,2,7,3
13935,108,1,6,4
13936,108,0,6,6
13937,108,1,6,7
13938,108,3,1,5
13939,108,7,0,15
13940,108,11,3,16
