날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
13941,108,5,2,10
13942,108,6,2,12
13943,108,8,2,13
13944,108,8,6,10
13945,108,5,1,10
13946,108,3,6,0
13947,108,1,6,3
13948,108,0,5,5
13949,108,0,1,1
13950,108,1,5,3
13951,108,1,6,5
13952,108,1,5,6
13953,108,1,3,6
13954,108,1,4,7
13955,108,2,4,8
13956,108,3,2,9
13957,108,5,2,10
13958,108,6,1,13
13959,108,9,1,19
13960,108,9,7,12
13961,108,7,6,8
13962,108,6,3,8
13963,108,5,3,7
13964,108,8,3,13
13965,108,7,1,12
13966,108,9,3,16
13967,108,9,6,14
13968,108,8,5,13
13969,108,6,4,9
13970,108,7,2,13
13971,108,9,1,17
13972,108,9,3,16
13973,108,9,4,15
13974,108,7,4,12
13975,108,10,4,18
13976,108,10,4,17
13977,108,8,6,11
13978,108,7,5,12
13979,108,7,0,16
13980,108,9,3,17
13981,108,8,3,14
13982,108,8,4,14
13983,108,9,2,16
13984,108,9,5,13
13985,108,9,6,14
13986,108,10,2,17
13987,108,11,5,19
13988,108,15,9,22
13989,108,15,9,23
13990,108,18,14,23
13991,108,20,13,27
13992,108,17,14,23
13993,108,13,10,19
13994,108,11,7,17
13995,108,12,5,18
13996,108,13,8,18
13997,108,13,9,18
13998,108,14,11,19
13999,108,15,6,23
14000,108,17,12,24
14001,108,13,10,18
14002,108,17,11,24
14003,108,16,13,20
14004,108,16,12,19
14005,108,19,17,22
14006,108,17,13,20
14007,108,17,10,23
14008,108,14,12,18
14009,108,11,8,16
14010,108,14,7,20
14011,108,14,10,19
14012,108,15,10,20
14013,108,20,12,27
14014,108,20,13,28
14015,108,17,14,21
14016,108,14,11,18
14017,108,14,8,20
14018,108,15,9,25
14019,108,14,12,19
14020,108,13,8,19
14021,108,14,8,20
14022,108,13,12,16
14023,108,15,12,21
14024,108,17,12,23
14025,108,19,15,26
14026,108,21,16,28
14027,108,23,17,30
14028,108,20,16,26
14029,108,21,19,23
14030,108,20,16,26
14031,108,20,15,24
14032,108,18,14,22
14033,108,19,13,26
14034,108,18,13,26
14035,108,18,14,23
14036,108,16,14,21
14037,108,17,14,21
14038,108,20,15,26
14039,108,21,17,26
14040,108,21,17,28
14041,108,20,15,27
14042,108,18,16,21
14043,108,18,16,21
14044,108,20,16,26
14045,108,20,17,26
14046,108,19,17,21
14047,108,20,16,26
14048,108,19,14,24
14049,108,18,13,21
14050,108,16,13,19
14051,108,19,15,26
14052,108,20,16,25
14053,108,21,17,27
14054,108,24,18,32
14055,108,23,20,26
14056,108,23,17,31
14057,108,23,18,29
14058,108,23,19,28
14059,108,22,18,27
14060,108,23,18,30
14061,108,24,19,31
14062,108,21,19,29
14063,108,23,19,28
14064,108,24,19,30
14065,108,23,18,31
14066,108,25,19,31
14067,108,23,21,26
14068,108,21,20,24
14069,108,22,19,25
14070,108,24,21,25
14071,108,25,22,28
14072,108,24,22,29
14073,108,24,23,24
14074,108,26,23,29
14075,108,26,24,28
14076,108,26,24,29
14077,108,26,24,30
14078,108,26,22,31
14079,108,26,23,31
14080,108,26,23,30
14081,108,27,22,33
14082,108,26,22,33
14083,108,27,22,34
14084,108,28,24,34
14085,108,27,22,34
14086,108,27,22,35
14087,108,28,22,35
14088,108,27,23,34
14089,108,25,22,32
14090,108,26,22,32
14091,108,26,23,34
14092,108,27,22,33
14093,108,28,23,34
14094,108,26,20,33
14095,108,26,21,31
14096,108,28,24,35
14097,108,28,24,34
14098,108,29,24,35
14099,108,28,24,36
14100,108,28,24,34
14101,108,29,24,34
14102,108,28,24,35
14103,108,28,24,34
14104,108,28,24,35
14105,108,26,23,33
14106,108,28,23,33
14107,108,26,20,33
14108,108,25,22,31
14109,108,24,22,26
14110,108,25,22,28
14111,108,24,21,29
14112,108,25,20,31
14113,108,25,20,31
14114,108,26,21,31
14115,108,26,22,33
14116,108,26,23,31
14117,108,26,22,31
14118,108,25,23,28
14119,108,26,22,32
14120,108,24,22,26
14121,108,25,22,30
14122,108,25,21,31
14123,108,24,20,32
14124,108,25,20,32
14125,108,25,22,31
14126,108,21,19,25
14127,108,22,18,27
14128,108,22,15,29
14129,108,22,15,29
14130,108,21,15,26
14131,108,21,15,28
14132,108,20,15,26
14133,108,18,13,24
14134,108,19,15,24
14135,108,18,12,26
14136,108,17,12,24
14137,108,18,11,25
14138,108,17,11,24
14139,108,18,12,27
14140,108,20,13,27
14141,108,18,15,21
14142,108,19,15,24
14143,108,18,14,24
14144,108,17,12,24
14145,108,17,11,25
14146,108,17,11,23
14147,108,16,10,22
14148,108,17,10,25
14149,108,18,11,25
14150,108,19,13,27
14151,108,19,14,25
14152,108,21,17,28
14153,108,21,17,29
14154,108,18,15,21
14155,108,18,14,21
14156,108,20,15,28
14157,108,20,14,27
14158,108,21,16,27
14159,108,18,15,24
14160,108,17,14,22
14161,108,17,10,23
14162,108,20,14,26
14163,108,20,17,23
14164,108,21,17,27
14165,108,22,18,26
14166,108,17,15,20
14167,108,16,13,22
14168,108,12,7,18
14169,108,11,5,19
14170,108,12,5,20
14171,108,12,5,19
14172,108,13,6,22
14173,108,14,7,21
14174,108,13,9,19
14175,108,11,6,18
14176,108,11,4,18
14177,108,10,6,16
14178,108,11,7,17
14179,108,10,4,18
14180,108,11,5,19
14181,108,13,6,21
14182,108,14,10,17
14183,108,13,9,18
14184,108,9,5,14
14185,108,10,3,17
14186,108,11,3,18
14187,108,12,4,19
14188,108,13,9,20
14189,108,11,4,19
14190,108,12,5,19
14191,108,10,6,15
14192,108,3,1,8
14193,108,5,1,10
14194,108,3,3,9
14195,108,1,4,4
14196,108,3,7,2
14197,108,1,4,6
14198,108,2,4,6
14199,108,5,0,10
14200,108,5,1,12
14201,108,5,1,11
14202,108,4,2,11
14203,108,6,2,12
14204,108,9,3,15
14205,108,4,1,9
14206,108,3,3,9
14207,108,4,3,9
14208,108,1,3,5
14209,108,2,6,3
14210,108,0,6,6
14211,108,1,5,6
14212,108,5,2,10
14213,108,4,1,9
14214,108,1,1,5
14215,108,3,3,8
14216,108,4,1,9
14217,108,4,2,12
14218,108,6,2,8
14219,108,1,2,6
14220,108,2,5,2
14221,108,3,8,0
14222,108,1,2,4
14223,108,3,7,1
14224,108,3,8,0
14225,108,0,4,4
14226,108,0,4,2
14227,108,2,6,2
14228,108,4,9,0
14229,108,1,7,3
14230,108,1,4,4
14231,108,2,1,7
14232,108,5,8,0
14233,108,7,11,3
14234,108,5,10,1
14235,108,0,6,3
14236,108,0,5,6
14237,108,0,3,1
14238,108,5,7,2
14239,108,7,10,3
14240,108,7,11,4
14241,108,10,12,7
14242,108,11,14,8
14243,108,10,16,5
14244,108,7,15,4
14245,108,0,5,4
14246,108,1,4,2
14247,108,7,10,3
14248,108,5,12,2
14249,108,5,12,1
14250,108,14,17,11
14251,108,13,20,8
14252,108,8,11,2
14253,108,12,16,8
14254,108,7,12,3
14255,108,3,6,0
14256,108,6,9,1
14257,108,8,13,3
14258,108,5,12,0
14259,108,2,5,2
14260,108,2,7,3
14261,108,2,8,3
14262,108,0,6,4
14263,108,1,6,3
14264,108,9,12,5
14265,108,9,16,4
14266,108,6,9,2
14267,108,7,13,1
14268,108,6,10,2
14269,108,5,13,1
14270,108,1,4,1
14271,108,4,7,1
14272,108,6,11,0
14273,108,5,12,1
14274,108,3,10,2
14275,108,0,6,5
14276,108,0,4,3
14277,108,7,10,2
14278,108,8,14,2
14279,108,5,11,0
14280,108,4,9,2
14281,108,10,13,4
14282,108,12,16,7
14283,108,11,13,7
14284,108,10,15,4
14285,108,3,9,3
14286,108,4,10,4
14287,108,3,9,3
14288,108,2,5,4
14289,108,1,6,5
14290,108,0,6,5
14291,108,2,6,3
14292,108,2,8,4
14293,108,0,2,3
14294,108,1,1,4
14295,108,2,1,5
14296,108,2,1,8
14297,108,1,4,6
14298,108,1,5,7
14299,108,3,3,8
14300,108,4,2,9
14301,108,3,1,8
14302,108,1,5,7
14303,108,3,4,10
14304,108,4,1,10
14305,108,4,0,10
14306,108,5,2,11
14307,108,5,2,9
14308,108,5,1,12
14309,108,4,1,8
14310,108,4,1,7
14311,108,4,1,9
14312,108,5,0,12
14313,108,9,1,18
14314,108,10,5,13
14315,108,6,4,10
14316,108,3,1,6
14317,108,1,4,3
14318,108,1,5,5
14319,108,1,4,6
14320,108,2,4,8
14321,108,0,2,3
14322,108,0,4,5
14323,108,1,5,4
14324,108,3,5,7
14325,108,6,3,11
14326,108,6,3,9
14327,108,4,1,10
14328,108,4,2,7
14329,108,3,2,8
14330,108,3,2,7
14331,108,7,1,13
14332,108,6,3,12
14333,108,6,2,12
14334,108,5,0,11
14335,108,9,2,17
14336,108,9,2,15
14337,108,7,4,12
14338,108,4,0,11
14339,108,3,3,8
14340,108,4,3,11
14341,108,7,4,13
14342,108,7,0,15
14343,108,7,0,14
14344,108,11,1,21
14345,108,14,5,24
14346,108,14,6,20
14347,108,9,6,15
14348,108,10,6,16
14349,108,16,7,25
14350,108,18,12,25
14351,108,16,11,24
14352,108,16,8,24
14353,108,18,10,25
14354,108,19,12,26
14355,108,18,14,23
14356,108,13,11,19
14357,108,10,7,15
14358,108,11,5,22
14359,108,10,5,17
14360,108,11,5,20
14361,108,12,8,19
14362,108,11,7,17
14363,108,13,6,20
14364,108,16,11,23
14365,108,16,11,23
14366,108,12,11,16
14367,108,11,6,17
14368,108,13,5,22
14369,108,16,8,25
14370,108,14,12,18
14371,108,14,11,16
14372,108,18,10,24
14373,108,14,9,19
14374,108,16,6,24
14375,108,16,13,20
14376,108,11,9,15
14377,108,13,6,21
14378,108,15,9,22
14379,108,11,10,14
14380,108,13,8,21
14381,108,13,7,20
14382,108,15,8,24
14383,108,17,11,23
14384,108,15,12,18
14385,108,18,12,25
14386,108,18,14,23
14387,108,18,12,24
14388,108,18,15,23
14389,108,15,12,20
14390,108,16,12,22
14391,108,18,10,27
14392,108,20,13,27
14393,108,21,13,30
14394,108,20,13,28
14395,108,20,13,27
14396,108,19,11,27
14397,108,18,13,26
14398,108,16,13,23
14399,108,17,13,23
14400,108,18,12,25
14401,108,19,12,27
14402,108,22,16,30
14403,108,18,16,22
14404,108,18,14,25
14405,108,20,12,29
14406,108,21,16,29
14407,108,19,16,25
14408,108,20,15,26
14409,108,21,15,29
14410,108,21,18,25
14411,108,22,16,29
14412,108,24,17,33
14413,108,25,18,33
14414,108,23,18,30
14415,108,24,18,31
14416,108,23,19,30
14417,108,21,18,25
14418,108,23,18,30
14419,108,25,20,32
14420,108,23,19,26
14421,108,20,18,22
14422,108,23,19,28
14423,108,21,18,26
14424,108,19,17,22
14425,108,22,17,27
14426,108,23,18,29
14427,108,23,18,30
14428,108,24,18,31
14429,108,26,19,34
14430,108,26,24,29
14431,108,26,24,29
14432,108,27,23,32
14433,108,27,24,34
14434,108,28,23,34
14435,108,28,22,37
14436,108,26,23,32
14437,108,23,21,26
14438,108,26,21,32
14439,108,28,22,34
14440,108,27,23,33
14441,108,28,24,34
14442,108,27,23,33
14443,108,27,23,35
14444,108,29,23,36
14445,108,29,25,37
14446,108,30,23,36
14447,108,30,24,38
14448,108,31,25,37
14449,108,28,25,32
14450,108,26,23,31
14451,108,27,25,30
14452,108,29,25,35
14453,108,30,25,37
14454,108,30,26,37
14455,108,30,25,38
14456,108,30,24,38
14457,108,29,25,37
14458,108,27,23,32
14459,108,27,21,33
14460,108,28,22,34
14461,108,25,24,31
14462,108,27,22,34
14463,108,28,22,35
14464,108,29,23,37
14465,108,30,25,36
14466,108,30,25,36
14467,108,30,25,38
14468,108,28,24,36
14469,108,28,24,36
14470,108,28,24,36
14471,108,27,23,33
14472,108,27,22,34
14473,108,26,20,34
14474,108,26,19,35
14475,108,27,21,36
14476,108,27,22,36
14477,108,28,22,36
14478,108,29,23,37
14479,108,29,23,38
14480,108,29,23,37
14481,108,27,23,35
14482,108,25,23,30
14483,108,27,21,35
14484,108,28,22,35
14485,108,27,23,33
14486,108,24,22,27
14487,108,26,22,29
14488,108,28,25,32
14489,108,28,24,34
14490,108,27,22,35
14491,108,27,23,33
14492,108,26,22,33
14493,108,27,22,34
14494,108,26,22,33
14495,108,26,22,33
14496,108,23,21,25
14497,108,22,18,29
14498,108,22,17,29
14499,108,23,18,29
14500,108,24,21,30
14501,108,24,18,32
14502,108,21,17,26
14503,108,17,15,20
14504,108,21,14,27
14505,108,20,13,29
14506,108,20,13,28
14507,108,21,14,29
14508,108,21,14,30
14509,108,18,13,25
14510,108,17,12,23
14511,108,15,9,24
14512,108,17,10,24
14513,108,18,13,24
14514,108,18,11,25
14515,108,18,11,27
14516,108,17,15,22
14517,108,17,12,26
14518,108,11,6,17
14519,108,14,5,23
14520,108,16,8,25
14521,108,18,10,28
14522,108,19,12,28
14523,108,14,12,21
14524,108,16,10,23
14525,108,16,9,24
14526,108,20,15,27
14527,108,19,12,27
14528,108,20,14,27
14529,108,20,13,28
14530,108,20,12,28
14531,108,19,12,29
14532,108,20,11,29
14533,108,19,15,24
14534,108,19,15,23
14535,108,15,12,18
14536,108,14,11,16
14537,108,11,7,15
14538,108,5,3,9
14539,108,5,2,12
14540,108,7,0,13
14541,108,10,4,17
14542,108,11,4,16
14543,108,12,6,20
14544,108,13,7,19
14545,108,12,4,21
14546,108,12,4,21
14547,108,12,6,19
14548,108,9,6,12
14549,108,7,1,13
14550,108,6,0,13
14551,108,8,0,17
14552,108,9,6,13
14553,108,12,7,16
14554,108,11,4,18
14555,108,12,5,20
14556,108,12,5,19
14557,108,12,10,13
14558,108,8,2,13
14559,108,3,3,8
14560,108,5,3,12
14561,108,4,0,9
14562,108,2,4,9
14563,108,3,4,7
14564,108,7,2,12
14565,108,7,3,12
14566,108,9,3,14
14567,108,11,6,17
14568,108,11,3,18
14569,108,10,4,17
14570,108,10,6,13
14571,108,8,6,9
14572,108,7,4,11
14573,108,6,0,12
14574,108,4,7,6
14575,108,7,10,3
14576,108,2,7,2
14577,108,1,2,5
14578,108,3,6,0
14579,108,2,6,1
14580,108,2,5,1
14581,108,3,6,1
14582,108,3,9,1
14583,108,2,2,7
14584,108,2,3,9
14585,108,3,1,5
14586,108,1,2,6
14587,108,2,4,7
14588,108,3,2,7
14589,108,5,8,2
14590,108,8,11,4
14591,108,6,11,1
14592,108,2,8,3
14593,108,6,9,1
14594,108,6,14,0
14595,108,1,4,3
14596,108,2,6,3
14597,108,4,8,1
14598,108,6,11,0
14599,108,1,10,6
14600,108,0,5,5
14601,108,2,2,5
14602,108,0,3,5
14603,108,1,6,5
14604,108,0,6,5
14605,108,2,3,7
14606,108,3,1,5
14607,108,0,3,6
14608,108,1,6,3
14609,108,3,4,8
14610,108,3,2,7
14611,108,2,7,3
14612,108,3,7,3
14613,108,5,7,2
14614,108,1,8,7
14615,108,1,2,4
14616,108,2,7,4
14617,108,6,10,2
14618,108,9,14,4
14619,108,14,16,11
14620,108,11,18,6
14621,108,4,8,1
14622,108,1,1,3
14623,108,2,1,6
14624,108,5,9,1
14625,108,7,11,3
14626,108,6,11,1
14627,108,9,11,5
14628,108,10,13,6
14629,108,12,15,9
14630,108,11,16,7
14631,108,9,16,3
14632,108,10,14,6
14633,108,12,15,9
14634,108,11,15,7
14635,108,11,14,7
14636,108,12,14,8
14637,108,12,15,7
14638,108,10,15,6
14639,108,10,14,6
14640,108,11,15,7
14641,108,11,16,7
14642,108,7,12,4
14643,108,8,10,6
14644,108,9,14,4
14645,108,9,13,3
14646,108,5,12,1
14647,108,6,11,2
14648,108,11,14,6
14649,108,6,14,0
14650,108,2,7,4
14651,108,0,8,7
14652,108,3,2,9
14653,108,4,2,9
14654,108,1,0,4
14655,108,1,4,2
14656,108,0,5,5
14657,108,1,2,6
14658,108,0,4,3
14659,108,1,5,4
14660,108,3,2,7
14661,108,2,6,1
14662,108,4,7,2
14663,108,4,7,0
14664,108,2,8,4
14665,108,4,4,9
14666,108,1,4,5
14667,108,1,6,3
14668,108,1,5,5
14669,108,4,7,0
14670,108,2,7,3
14671,108,0,5,6
14672,108,0,6,6
14673,108,2,5,7
14674,108,4,0,9
14675,108,3,0,7
14676,108,4,2,10
14677,108,7,2,15
14678,108,7,2,12
14679,108,4,1,11
14680,108,3,2,11
14681,108,3,0,7
14682,108,4,3,8
14683,108,2,1,5
14684,108,3,5,0
14685,108,4,8,0
14686,108,2,7,2
14687,108,0,6,6
14688,108,2,5,9
14689,108,3,3,10
14690,108,4,1,11
14691,108,1,2,5
14692,108,1,5,7
14693,108,5,3,13
14694,108,6,0,13
14695,108,7,4,13
14696,108,7,0,15
14697,108,7,0,16
14698,108,9,0,18
14699,108,9,3,15
14700,108,11,5,17
14701,108,11,5,18
14702,108,11,4,20
14703,108,9,4,14
14704,108,4,3,9
14705,108,5,1,11
14706,108,5,0,10
14707,108,5,2,10
14708,108,6,1,10
14709,108,7,3,11
14710,108,5,1,11
14711,108,8,1,16
14712,108,13,5,20
14713,108,13,5,20
14714,108,10,6,17
14715,108,5,3,9
14716,108,8,0,15
14717,108,10,7,14
14718,108,12,5,20
14719,108,13,7,22
14720,108,10,6,19
14721,108,10,8,15
14722,108,10,6,16
14723,108,12,4,21
14724,108,14,9,19
14725,108,13,9,18
14726,108,10,7,14
14727,108,13,11,18
14728,108,12,8,17
14729,108,10,5,16
14730,108,13,7,19
14731,108,16,10,24
14732,108,18,11,26
14733,108,15,13,18
14734,108,12,7,16
14735,108,10,3,16
14736,108,10,5,16
14737,108,14,5,24
14738,108,15,11,22
14739,108,16,10,24
14740,108,20,10,30
14741,108,23,14,30
14742,108,21,14,28
14743,108,16,14,21
14744,108,15,10,26
14745,108,17,8,26
14746,108,15,11,21
14747,108,14,11,18
14748,108,15,11,22
14749,108,15,11,21
14750,108,15,10,22
14751,108,16,9,25
14752,108,19,10,28
14753,108,19,13,28
14754,108,18,10,28
14755,108,17,11,26
14756,108,17,13,25
14757,108,17,11,25
14758,108,19,13,26
14759,108,20,16,26
14760,108,19,17,22
14761,108,16,14,19
14762,108,14,12,17
14763,108,17,12,25
14764,108,17,13,21
14765,108,16,13,18
14766,108,19,16,24
14767,108,17,14,23
14768,108,16,12,23
14769,108,17,10,24
14770,108,17,12,23
14771,108,18,11,26
14772,108,20,11,28
14773,108,20,14,27
14774,108,20,13,28
14775,108,20,13,27
14776,108,21,14,28
14777,108,22,16,30
14778,108,21,18,26
14779,108,19,15,26
14780,108,20,15,27
14781,108,21,16,28
14782,108,24,17,32
14783,108,24,18,33
14784,108,23,17,32
14785,108,23,17,29
14786,108,20,17,24
14787,108,20,18,22
14788,108,21,16,27
14789,108,21,18,26
14790,108,23,18,29
14791,108,25,19,31
14792,108,25,21,30
14793,108,23,21,26
14794,108,25,23,30
14795,108,24,23,26
14796,108,23,21,24
14797,108,22,18,25
14798,108,22,18,24
14799,108,23,20,26
14800,108,23,21,26
14801,108,25,21,32
14802,108,23,21,24
14803,108,24,23,24
14804,108,25,23,27
14805,108,27,23,33
14806,108,24,22,28
14807,108,24,19,30
14808,108,24,20,29
14809,108,23,19,27
14810,108,25,20,31
14811,108,20,18,24
14812,108,20,18,21
14813,108,20,19,22
14814,108,21,18,24
14815,108,22,18,23
14816,108,23,20,28
14817,108,23,20,26
14818,108,23,21,27
14819,108,22,20,24
14820,108,25,21,29
14821,108,25,20,32
14822,108,26,22,32
14823,108,27,21,34
14824,108,28,23,33
14825,108,29,25,33
14826,108,27,25,30
14827,108,26,24,30
14828,108,26,23,31
14829,108,24,22,28
14830,108,22,19,26
14831,108,20,17,24
14832,108,22,17,27
14833,108,21,20,24
14834,108,23,17,30
14835,108,25,20,32
14836,108,25,22,28
14837,108,26,24,30
14838,108,24,23,26
14839,108,26,23,32
14840,108,26,22,32
14841,108,26,23,32
14842,108,26,22,31
14843,108,26,23,31
14844,108,28,22,34
14845,108,27,23,34
14846,108,26,22,33
14847,108,23,21,27
14848,108,21,18,29
14849,108,20,14,27
14850,108,21,14,28
14851,108,22,19,27
14852,108,21,19,25
14853,108,21,18,23
14854,108,23,19,28
14855,108,23,20,26
14856,108,19,17,23
14857,108,19,17,19
14858,108,21,18,25
14859,108,22,20,26
14860,108,22,19,27
14861,108,21,14,28
14862,108,20,13,28
14863,108,20,13,29
14864,108,22,15,30
14865,108,22,18,27
14866,108,20,12,27
14867,108,20,13,28
14868,108,21,16,28
14869,108,22,17,28
14870,108,19,15,25
14871,108,15,13,19
14872,108,17,9,25
14873,108,19,11,28
14874,108,19,14,26
14875,108,19,16,26
14876,108,20,14,27
14877,108,21,15,28
14878,108,19,13,28
14879,108,20,13,28
14880,108,21,16,28
14881,108,20,14,28
14882,108,19,15,26
14883,108,17,15,20
14884,108,18,14,26
14885,108,19,12,28
14886,108,16,13,20
14887,108,17,9,28
14888,108,18,10,29
14889,108,19,12,26
14890,108,17,12,24
14891,108,14,6,22
14892,108,17,9,25
14893,108,16,9,23
14894,108,17,10,26
14895,108,16,8,24
14896,108,17,9,26
14897,108,17,11,23
14898,108,18,10,26
14899,108,14,10,20
14900,108,11,6,17
14901,108,12,3,21
14902,108,13,6,22
14903,108,17,9,25
14904,108,18,10,26
14905,108,15,10,23
14906,108,15,9,22
14907,108,15,9,22
14908,108,11,7,15
14909,108,6,2,10
14910,108,9,0,17
14911,108,13,7,21
14912,108,13,7,20
14913,108,12,8,16
14914,108,14,6,22
14915,108,13,7,20
14916,108,14,8,21
14917,108,15,8,24
14918,108,14,9,17
14919,108,19,13,25
14920,108,19,14,24
14921,108,13,9,20
14922,108,4,2,10
14923,108,0,5,4
14924,108,1,5,6
14925,108,7,0,15
14926,108,7,2,13
14927,108,7,0,12
14928,108,7,5,11
14929,108,5,3,9
14930,108,7,1,12
14931,108,6,1,13
14932,108,5,0,10
14933,108,7,2,11
14934,108,12,7,16
14935,108,13,8,18
14936,108,2,2,12
14937,108,2,5,7
14938,108,5,1,9
14939,108,5,2,9
14940,108,1,2,4
14941,108,1,6,4
14942,108,2,5,9
14943,108,5,2,11
14944,108,4,1,6
14945,108,2,4,2
14946,108,0,5,3
14947,108,1,2,3
14948,108,1,6,5
14949,108,3,2,10
14950,108,4,1,11
14951,108,5,1,12
14952,108,1,4,7
14953,108,5,9,1
14954,108,1,7,2
14955,108,1,4,4
14956,108,0,4,4
14957,108,2,7,2
14958,108,3,3,8
14959,108,3,0,8
14960,108,2,3,6
14961,108,0,4,4
14962,108,6,9,0
14963,108,6,11,1
14964,108,4,10,1
14965,108,3,8,4
14966,108,1,3,5
14967,108,4,1,7
14968,108,4,1,7
14969,108,3,6,0
14970,108,5,8,2
14971,108,1,6,1
14972,108,2,5,3
14973,108,4,7,0
14974,108,2,7,2
14975,108,3,3,8
14976,108,0,4,4
14977,108,2,8,5
14978,108,0,3,4
14979,108,1,3,7
14980,108,2,3,9
14981,108,0,5,3
14982,108,1,4,5
14983,108,5,1,12
14984,108,2,3,8
14985,108,1,3,5
14986,108,2,7,2
14987,108,3,9,2
14988,108,9,12,6
14989,108,11,14,7
14990,108,7,14,3
14991,108,2,6,3
14992,108,4,10,1
14993,108,1,5,5
14994,108,1,2,3
14995,108,2,8,1
14996,108,11,14,5
14997,108,7,15,1
14998,108,3,6,0
14999,108,3,11,2
15000,108,13,17,1
15001,108,13,19,8
15002,108,6,13,0
15003,108,1,6,6
15004,108,1,6,4
15005,108,4,7,0
15006,108,13,16,4
15007,108,16,20,12
15008,108,12,18,6
15009,108,9,16,3
15010,108,4,11,1
15011,108,3,9,2
15012,108,1,5,6
15013,108,8,11,0
15014,108,9,13,3
15015,108,8,15,2
15016,108,4,9,1
15017,108,6,9,1
15018,108,5,14,1
15019,108,3,8,0
15020,108,4,8,0
15021,108,4,8,0
15022,108,1,7,3
15023,108,1,4,5
15024,108,2,1,6
15025,108,2,1,6
15026,108,2,4,8
15027,108,4,3,11
15028,108,1,4,7
15029,108,5,8,1
15030,108,3,8,2
15031,108,1,7,8
15032,108,3,4,10
15033,108,5,1,11
15034,108,4,0,7
15035,108,2,5,3
15036,108,1,7,4
15037,108,1,5,9
15038,108,7,9,1
15039,108,8,13,4
15040,108,4,12,4
15041,108,1,2,3
15042,108,2,1,5
15043,108,4,3,9
15044,108,7,3,13
15045,108,10,2,16
15046,108,1,3,14
15047,108,1,5,5
15048,108,4,1,10
15049,108,6,1,12
15050,108,6,3,8
15051,108,5,1,11
15052,108,7,1,16
15053,108,8,1,16
15054,108,10,4,17
15055,108,13,7,19
15056,108,12,9,17
15057,108,8,6,11
15058,108,8,4,14
15059,108,3,0,7
15060,108,2,4,8
15061,108,5,2,10
15062,108,1,3,7
15063,108,3,3,8
15064,108,4,0,10
15065,108,4,2,8
15066,108,5,1,11
15067,108,6,1,13
15068,108,7,1,15
15069,108,11,4,15
15070,108,15,10,21
15071,108,4,2,12
15072,108,4,1,9
15073,108,5,1,10
15074,108,8,0,16
15075,108,8,6,10
15076,108,7,5,9
15077,108,10,5,16
15078,108,10,7,14
15079,108,7,3,11
15080,108,7,0,13
15081,108,13,7,20
15082,108,15,9,22
15083,108,17,11,22
15084,108,9,6,18
15085,108,12,2,20
15086,108,17,11,23
15087,108,10,5,17
15088,108,7,3,13
15089,108,8,4,14
15090,108,10,4,17
15091,108,12,6,18
15092,108,11,5,19
15093,108,14,7,22
15094,108,12,7,20
15095,108,12,6,19
15096,108,14,6,23
15097,108,18,9,26
15098,108,14,12,19
15099,108,15,11,22
15100,108,15,10,20
15101,108,13,9,18
15102,108,14,6,22
15103,108,18,10,25
15104,108,21,14,29
15105,108,18,15,22
15106,108,18,11,25
15107,108,17,11,23
15108,108,15,10,20
15109,108,14,8,21
15110,108,14,7,22
15111,108,16,8,25
15112,108,18,12,24
15113,108,17,11,26
15114,108,17,11,24
15115,108,18,11,26
15116,108,17,12,24
15117,108,18,12,25
15118,108,17,13,20
15119,108,17,12,23
15120,108,16,13,17
15121,108,16,12,22
15122,108,17,13,24
15123,108,16,13,23
15124,108,19,12,25
15125,108,17,14,21
15126,108,18,12,25
15127,108,20,14,27
15128,108,18,15,24
15129,108,19,14,25
15130,108,21,15,27
15131,108,22,18,27
15132,108,21,17,28
15133,108,21,17,27
15134,108,17,14,19
15135,108,19,15,26
15136,108,22,16,28
15137,108,21,19,24
15138,108,20,18,23
15139,108,20,16,23
15140,108,22,17,28
15141,108,22,16,29
15142,108,22,17,29
15143,108,23,18,28
15144,108,23,20,29
15145,108,19,17,22
15146,108,20,15,26
15147,108,20,17,25
15148,108,21,17,27
15149,108,21,16,27
15150,108,22,17,29
15151,108,23,17,31
15152,108,22,17,26
15153,108,24,18,31
15154,108,24,19,33
15155,108,24,17,33
15156,108,24,19,30
15157,108,21,19,24
15158,108,25,19,32
15159,108,23,19,25
15160,108,22,20,25
15161,108,23,19,28
15162,108,24,20,31
15163,108,25,21,30
15164,108,25,20,30
15165,108,25,19,31
15166,108,24,22,28
15167,108,25,21,30
15168,108,25,20,30
15169,108,22,19,27
15170,108,20,16,26
15171,108,21,15,27
15172,108,22,15,29
15173,108,22,16,29
15174,108,23,19,30
15175,108,25,20,31
15176,108,24,18,33
15177,108,25,19,34
15178,108,26,20,33
15179,108,25,19,31
15180,108,24,20,30
15181,108,24,20,29
15182,108,25,20,29
15183,108,26,21,32
15184,108,25,21,30
15185,108,24,22,27
15186,108,24,20,28
15187,108,23,21,26
15188,108,23,21,30
15189,108,24,21,31
15190,108,25,22,30
15191,108,26,21,32
15192,108,26,23,32
15193,108,25,24,26
15194,108,27,23,32
15195,108,28,22,34
15196,108,25,23,28
15197,108,26,22,30
15198,108,22,21,25
15199,108,22,21,23
15200,108,24,20,28
